s,o,entity
odang_person_3590488,P27,Q38
odang_person_3584673,P106,Q488205
Q2738923,label,Bianca di Savoia
odang_person_7176358,P20,Q175129
odang_person_4784643,P463,Q2596621
odang_person_7165708,P39,Q19969187
odang_person_8812750,P1038,Q732661
odang_person_435,P19,Q30029390
odang_person_1300464,P569,1971
odang_person_7177936,P166,Q3910635
odang_person_4778785,P27,Q38
Q1920613,label,provincia di Paruro
odang_person_4777943,P106,Q998628
Q51970,label,Zapponeta
odang_person_4778921,P108,Q655369
odang_person_2399208,P1412,Q1321
odang_person_3924425,P569,1987
odang_person_4778023,P39,Q34518933
odang_person_2392575,P39,Q3068962
Q13433,label,Avellino
odang_person_2318873,P569,1995
odang_person_3584621,P166,Q2329411
odang_person_1206897,P551,Q2044
Q13415350,label,Ulrich Merkel
odang_person_5990167,P106,Q17433421
odang_person_1197450,P166,Q17985761
odang_person_4778023,P166,Q13377517
odang_person_5992454,P106,Q55960555
odang_person_7165335,P39,Q26277644
Q29371,label,Asolo
Q93728,label,ordine del Leone bianco
odang_person_8464018,P569,1976
odang_person_60180,P106,Q28389
odang_person_8384962,P6886,Q652
Q392586,label,James Tait Black Memorial Prize
odang_person_8361925,P40,Q174774
odang_person_3600372,P1412,Q652
odang_person_8399417,P166,Q14539726
Q1710778,label,medaglia commemorativa per il giubileo dei 100 anni dalla nascita di Vladimir Il'ič Lenin
odang_person_6020648,P27,Q38
odang_person_2425743,P106,Q49757
Q5776,label,Betlemme
Q65494714,label,Rappresentante dell'Assemblea parlamentare del Consiglio d'Europa
odang_person_3693816,P569,1972
odang_person_4784366,P22,Q40222919
odang_person_3609490,P106,Q36180
odang_person_4778023,P166,Q2794660
odang_person_3584625,P172,Q42406
Q559928,label,Anna Carlucci
odang_person_8392186,P21,Q6581072
odang_person_1306862,P39,Q332711
odang_person_1197973,P119,Q5430801
odang_person_4778023,P166,Q112269
odang_person_3584621,P551,Q64
odang_person_2501569,P106,Q1930187
odang_person_8370013,P19,Q65
Q26877864,label,ministro della marina del Regno d'Italia
odang_person_8466161,P106,Q2159907
odang_person_3644009,P463,Q1243733
odang_person_6004907,P1412,Q1860
odang_person_103,P166,Q935843
odang_person_14158,P106,Q2309784
odang_person_84797,P1066,Q21511883
odang_person_4162641,P1412,Q652
odang_person_436,P1412,Q652
odang_person_7243862,P106,Q1930187
odang_person_8371231,P569,1954
odang_person_8384962,P802,Q262701
Q1346992,label,duca di Lancaster
odang_person_8361772,P106,Q753110
odang_person_7165093,P166,Q4200240
odang_person_4778921,P108,Q23548
Q154543,label,D12
Q150862,label,Massimiliano II d'Asburgo
odang_person_7168729,P166,Q5043966
odang_person_2412835,P27,Q38
Q30185,label,sindaco
odang_person_8395364,P1412,Q652
odang_person_8360933,P26,Q2124432
odang_person_5157704,P19,Q13372
odang_person_8370822,P1412,Q652
Q276,label,Eurovision Song Contest
odang_person_7176041,P106,Q36834
odang_person_4778023,P166,Q94053
Q1296,label,Gand
odang_person_3623773,P166,Q206959
odang_person_7165369,P1038,Q3876089
odang_person_7172744,P106,Q49757
odang_person_7273639,P1038,Q3847565
Q214666,label,Léon Bakst
odang_person_8399611,P106,Q10798782
odang_person_7176320,P569,1945
odang_person_1210952,P39,Q826589
odang_person_4778921,P108,Q9212
odang_person_8898,P1412,Q652
odang_person_7165335,P569,1883
odang_person_5971849,P166,Q387380
odang_person_8370822,P106,Q177220
odang_person_3623773,P26,Q437455
odang_person_363,P1038,Q28941339
odang_person_8370822,P26,Q3982526
odang_person_8395159,P106,Q947873
Q467805,label,Mary Shakespeare
odang_person_4784968,P102,Q461886
odang_person_35848,P166,Q3703451
odang_person_5971462,P106,Q177220
odang_person_1197939,P1412,Q188
odang_person_8372572,P26,Q228862
odang_person_1205662,P103,Q1860
odang_person_8438006,P106,Q1028181
odang_person_8368459,P937,Q2044
odang_person_1197450,P106,Q33999
Q1547181,label,Pazzi
odang_person_2398661,P19,Q52981
Q3371080,label,Paul Dion
odang_person_1306862,P166,Q23058092
odang_person_1198059,P40,Q6182203
odang_person_7164998,P166,Q821717
odang_person_6004907,P106,Q33999
odang_person_8360988,P19,Q2044
odang_person_2485439,P19,Q13377
odang_person_3924425,P21,Q6581072
odang_person_8370077,P26,Q123004
odang_person_9720,P106,Q2722764
odang_person_3584625,P6886,Q1860
odang_person_3593635,P106,Q10800557
odang_person_7173164,P27,Q38
odang_person_1197939,P166,Q756910
odang_person_3584621,P1038,Q374085
odang_person_7165093,P166,Q29023922
Q6577515,label,Samuele
Q541679,label,Democratici di Sinistra
odang_person_7164960,P1038,Q85046
odang_person_2494084,P106,Q245068
odang_person_4778023,P39,Q34517722
odang_person_1197390,P106,Q4853732
odang_person_108324,P19,Q6761
Q1371925,label,annunciatore televisivo
odang_person_8378457,P21,Q6581097
odang_person_6386200,P22,Q197216
odang_person_2391428,P106,Q15994177
odang_person_8361017,P106,Q158852
odang_person_3584641,P19,Q220
odang_person_1306862,P102,Q1259087
odang_person_7164969,P937,Q205116
odang_person_363,P106,Q1979607
odang_person_8368324,P22,Q97094250
odang_person_3623773,P1412,Q652
odang_person_1210952,P1038,Q3071879
odang_person_5971849,P26,Q164065
odang_person_2494293,P1412,Q652
Q314514,label,Gian Galeazzo Maria Sforza
odang_person_6019064,P19,Q2044
odang_person_2780282,P569,1933
odang_person_4821773,P1412,Q652
odang_person_102155,P106,Q28389
odang_person_4778785,P166,Q59783532
odang_person_5971494,P463,Q218837
odang_person_3584641,P172,Q1651392
Q707492,label,capo di stato maggiore
odang_person_4778921,P106,Q81096
odang_person_3584621,P166,Q1059569
odang_person_3627259,P102,Q541679
odang_person_7165981,P39,Q98801004
Q108138812,label,Valerio Preziosi
odang_person_3606179,P1412,Q652
odang_person_7165544,P25,Q331575
odang_person_2391689,P166,Q2399188
odang_person_8958,P106,Q488205
odang_person_4778076,P102,Q14924303
odang_person_5971675,P106,Q55960555
odang_person_1197939,P22,Q157098
Q2457268,label,Canoga Park
odang_person_8812750,P21,Q6581097
Q45090,label,Iesse
odang_person_103,P106,Q486748
odang_person_6081244,P1412,Q652
odang_person_7176041,P166,Q1472235
odang_person_2423987,P26,Q26257644
odang_person_3584791,P26,Q268979
odang_person_3591787,P3373,Q2279884
odang_person_84797,P102,Q170972
odang_person_5991196,P19,Q18419
odang_person_6020648,P3373,Q982694
odang_person_8898,P1412,Q1860
odang_person_2391689,P166,Q2452975
Q6122,label,Asti
odang_person_8371231,P39,Q19969187
Q202648,label,arbitro
odang_person_8371231,P106,Q947873
odang_person_7198259,P569,1985
odang_person_5978680,P166,Q922396
odang_person_8399611,P106,Q82955
odang_person_1792026,P1412,Q33976
odang_person_7184961,P19,Q220
Q925986,label,ordine della Stella di Giordania
Q267597,label,Dee Dee Warwick
odang_person_2425743,P21,Q6581097
odang_person_7165799,P39,Q5453787
odang_person_5984483,P1038,Q378756
odang_person_4786799,P27,Q12544
odang_person_2397487,P22,Q96241621
Q823072,label,Bernardo di Niccolò Machiavelli
Q237251,label,Anne Hathaway
odang_person_84797,P166,Q152337
odang_person_3606179,P3373,Q1217703
odang_person_5999156,P106,Q10800557
odang_person_4855078,P27,Q38
odang_person_1610142,P569,1993
odang_person_7200101,P39,Q1553195
odang_person_7167666,P106,Q177220
odang_person_7168729,P106,Q16947657
odang_person_7165093,P166,Q4335976
odang_person_8360933,P166,Q179191
odang_person_2391689,P27,Q148
odang_person_7165049,P26,Q12366988
odang_person_7226099,P103,Q652
odang_person_7165093,P166,Q3885143
odang_person_5971756,P102,Q47817
odang_person_8361107,P166,Q1146578
odang_person_2494293,P569,1962
odang_person_3584621,P166,Q94422
odang_person_5970904,P106,Q2722764
odang_person_8375549,P106,Q10798782
odang_person_8747450,P106,Q177220
odang_person_4784366,P20,Q2044
odang_person_3584621,P463,Q18454659
odang_person_8370822,P106,Q33999
Q3482594,label,showgirl
odang_person_4777859,P27,Q39
Q822,label,Libano
Q34069,label,aschenaziti
odang_person_7267483,P106,Q947873
odang_person_5971462,P106,Q33999
odang_person_2392575,P166,Q25708325
odang_person_8372572,P1412,Q1860
odang_person_1586562,P19,Q83726
odang_person_1197450,P166,Q15278107
Q2577303,label,Regno di Sardegna
odang_person_4815521,P21,Q6581072
odang_person_363,P166,Q5020532
odang_person_9334,P3373,Q2322001
odang_person_5978680,P106,Q2405480
odang_person_7164960,P3373,Q84328
odang_person_6072732,P3373,Q29444
odang_person_2494158,P19,Q220
odang_person_7165071,P25,Q3436617
odang_person_5057156,P27,Q38
Q24856246,label,Lourdes Leon
Q120758,label,croce d'onore della guerra mondiale
odang_person_1200047,P53,Q4939398
Q82594,label,informatico
odang_person_5986396,P166,Q14539974
odang_person_8361289,P166,Q3638154
odang_person_2391428,P40,Q45350543
odang_person_5970876,P569,1940
odang_person_2391528,P39,Q12097
Q184407,label,basilica di Saint-Denis
odang_person_9334,P20,Q40898
odang_person_8368459,P119,Q191739
odang_person_2391475,P166,Q142392
odang_person_3584641,P106,Q36180
odang_person_11566,P2632,Q486382
Q739694,label,BAFTA alla migliore sceneggiatura non originale
odang_person_7165981,P39,Q56876342
odang_person_8387024,P106,Q39631
odang_person_4862184,P19,Q220
odang_person_3593509,P551,Q490
odang_person_2465372,P166,Q108481133
Q338432,label,Accademia Nazionale dei Lincei
Q84642,label,Angelika Raubal
Q460057,label,capo del Commonwealth
odang_person_5059574,P1412,Q652
odang_person_2391553,P40,Q3263864
odang_person_1197390,P106,Q28389
Q150611,label,Ferdinando I d'Asburgo
odang_person_4778921,P166,Q6486246
odang_person_4778457,P1412,Q1860
odang_person_2776,P106,Q82955
odang_person_7566309,P20,Q220
Q3839486,label,Luigi Cesare di Borbone-Francia
odang_person_5970904,P106,Q2914170
odang_person_1645937,P569,1987
odang_person_1197939,P166,Q215248
odang_person_8360933,P106,Q10800557
odang_person_7164998,P569,1930
odang_person_5971849,P569,1901
Q3847717,label,Marianna Morandi
odang_person_7176358,P19,Q163948
odang_person_5971849,P106,Q2526255
odang_person_5986396,P106,Q10800557
Q17391638,label,teorico dell'arte
odang_person_1305358,P106,Q158852
odang_person_5986396,P106,Q245068
Q3658993,label,Carlo Angela
odang_person_7172311,P166,Q1061238
Q2986505,label,Sir Matt Busby Player of the Year
Q1991972,label,ordine di José Martí
Q232271,label,Giusta Grata Onoria
odang_person_3585484,P102,Q1141788
odang_person_1305580,P21,Q6581097
odang_person_2391436,P166,Q488005
odang_person_3585482,P26,Q7732
Q262701,label,Bernardo di Quintavalle
odang_person_5335279,P569,1959
odang_person_4887670,P106,Q2526255
odang_person_4788794,P6886,Q1860
odang_person_1201891,P3373,Q311956
odang_person_7165093,P40,Q19816371
odang_person_4780521,P106,Q10800557
odang_person_5977813,P19,Q244025
odang_person_7165544,P569,1527
odang_person_3602961,P106,Q36834
odang_person_7241450,P569,1971
Q11499147,label,attivista politico
odang_person_2429007,P106,Q947873
odang_person_7164960,P937,Q1741
Q2822396,label,Accademia delle Scienze di Torino
odang_person_84797,P1038,Q29870480
odang_person_8374889,P21,Q6581097
odang_person_103,P166,Q48961500
Q15311816,label,Niccolò Machiavelli
odang_person_2455,P463,Q83172
Q51968,label,Volturara Appula
odang_person_7177936,P106,Q36180
odang_person_5982568,P569,1942
odang_person_7165093,P166,Q93923
Q62327,label,Magda Schneider
odang_person_7164960,P1038,Q2779550
odang_person_1211685,P1412,Q1860
odang_person_3584673,P166,Q1137694
odang_person_2485439,P1412,Q652
Q746820,label,Bay City
odang_person_7168729,P106,Q1028181
Q52098,label,Sansepolcro
odang_person_4883348,P1412,Q652
odang_person_1199479,P569,1987
odang_person_1299,P27,Q38
odang_person_5971849,P3373,Q106180552
odang_person_7165799,P40,Q253736
odang_person_5150141,P106,Q4964182
odang_person_5328816,P27,Q155
odang_person_2499676,P20,Q490
Q658082,label,ministro delle politiche agricole alimentari e forestali della Repubblica Italiana
odang_person_3593635,P166,Q989445
odang_person_3585316,P106,Q82955
odang_person_3585316,P39,Q104165710
odang_person_110142,P27,Q38
odang_person_7200101,P106,Q1930187
Q34404,label,New Orleans
odang_person_4784366,P937,Q1891
odang_person_5992454,P106,Q36834
odang_person_4162641,P106,Q6625963
Q571774,label,ordine coloniale della Stella d'Italia
odang_person_6079053,P106,Q33999
odang_person_7172311,P20,Q220
odang_person_2400374,P106,Q177220
odang_person_2405833,P21,Q6581097
Q922396,label,Critics' Choice Movie Award al miglior cast
odang_person_7177936,P166,Q1059569
Q386854,label,batterista
odang_person_3627259,P19,Q220
odang_person_2798358,P1412,Q652
odang_person_2391475,P106,Q1930187
odang_person_2391528,P2632,Q62378
odang_person_8392033,P106,Q131524
odang_person_1197390,P166,Q1011564
Q15056034,label,Mérite per la Scienza e l'Arte
odang_person_8361107,P21,Q6581097
Q131512,label,agricoltore
odang_person_4783641,P27,Q170174
Q3910635,label,premio Raymond Chandler
odang_person_3688049,P19,Q4093
Q689343,label,medaglia del vallo occidentale
odang_person_2776,P39,Q271148
odang_person_4782803,P166,Q821717
odang_person_8469448,P3373,Q3680090
odang_person_3585482,P569,1755
odang_person_4778023,P166,Q93988
odang_person_8399611,P21,Q6581097
odang_person_4777943,P20,Q2751
odang_person_4777859,P108,Q206702
odang_person_7164960,P3373,Q22084744
odang_person_7200074,P1412,Q652
odang_person_5971462,P1412,Q1860
Q15284180,label,medaglia d'oro ai benemeriti della cultura e dell'arte
odang_person_3584673,P19,Q2453742
odang_person_7165049,P27,Q30
Q66104381,label,Orianne Cevey
odang_person_2391689,P39,Q20046316
odang_person_7165981,P25,Q263732
odang_person_5970904,P166,Q17985761
odang_person_7168729,P106,Q5322166
odang_person_4778076,P39,Q18558478
odang_person_5970876,P40,Q311238
odang_person_7165093,P166,Q26205108
odang_person_3593509,P1412,Q652
odang_person_8395038,P569,1957
Q53448,label,Enrico III di Francia
odang_person_2412835,P106,Q10800557
odang_person_7165958,P166,Q326220
odang_person_7171186,P569,1977
Q617869,label,MTV Video Music Award al miglior video pop
odang_person_4778872,P1412,Q652
odang_person_84797,P39,Q191954
Q17991584,label,Colombo
odang_person_363,P39,Q484876
odang_person_7200074,P106,Q177220
odang_person_1306862,P166,Q47086409
odang_person_3593635,P21,Q6581072
odang_person_2404775,P166,Q3682699
Q20924782,label,cavaliere del Santo Sepolcro
Q142392,label,Premio Prometheus
odang_person_24948,P166,Q3870549
odang_person_102155,P19,Q580
odang_person_1207859,P106,Q177220
odang_person_5335279,P106,Q80687
odang_person_276429,P569,1986
odang_person_106353,P19,Q1891
odang_person_7165958,P106,Q10800557
odang_person_7165799,P166,Q2496387
odang_person_7172744,P40,Q262212
odang_person_2391436,P166,Q742943
odang_person_7200101,P102,Q47750
odang_person_2406777,P19,Q54565
Q8141,label,ebraico moderno
odang_person_4778785,P106,Q5322166
odang_person_6076377,P106,Q82955
odang_person_5157704,P106,Q55960555
odang_person_5991366,P27,Q38
Q2462064,label,Screen Actors Guild Award per la migliore attrice in una miniserie o film per la televisione
Q120342,label,Michelle Hunziker
odang_person_7182662,P106,Q55960555
odang_person_105075,P1412,Q652
odang_person_436,P569,1964
odang_person_9334,P3373,Q113422
odang_person_2499676,P106,Q1930187
odang_person_4789603,P106,Q55960555
odang_person_7177936,P27,Q38
odang_person_5971032,P569,1967
odang_person_6004907,P166,Q4835466
odang_person_7165708,P19,Q29303
odang_person_8361017,P569,1858
odang_person_7165544,P26,Q176041
odang_person_8469448,P106,Q2526255
odang_person_7164969,P802,Q207929
odang_person_3686443,P1412,Q652
odang_person_84797,P19,Q41604
odang_person_21584,P106,Q947873
odang_person_7172311,P119,Q1329378
odang_person_7171186,P1412,Q652
odang_person_3688389,P106,Q488205
odang_person_4778023,P166,Q22303941
odang_person_8373851,P166,Q629291
odang_person_1206897,P27,Q736727
odang_person_8695230,P27,Q38
odang_person_3627259,P937,Q239
Q2803223,label,ordine di Manuel Amador Guerrero
odang_person_2400374,P106,Q33999
odang_person_1306862,P166,Q1342777
odang_person_24948,P21,Q6581097
Q298877,label,Giuliano de' Medici
odang_person_2400374,P569,1934
odang_person_1205352,P569,1989
odang_person_4162641,P106,Q49757
odang_person_2399208,P21,Q6581097
Q268200,label,Screen Actors Guild Awards
Q28798091,label,ministro dell'Africa italiana del Regno d'Italia
Q22087758,label,Johann Schmidt
odang_person_2437529,P569,1444
odang_person_105075,P569,1949
odang_person_363,P108,Q312
Q40348,label,avvocato
Q4991371,label,soldato
Q17365974,label,Gran Croce dell'ordine di Isabella la Cattolica
odang_person_7165093,P172,Q49542
odang_person_1197390,P102,Q29552
odang_person_4778023,P166,Q20716439
Q326482,label,MusiCares Person of the Year
odang_person_8369215,P1412,Q652
Q270141,label,uomo universale
odang_person_5971675,P106,Q36834
Q6581097,label,maschio
odang_person_8468861,P166,Q3613808
odang_person_1207351,P27,Q38
odang_person_2391475,P569,1903
Q237458,label,Maria Giovanna Gabriella d'Asburgo-Lorena
odang_person_7165981,P103,Q9176
Q253439,label,Koninklijke Nederlandse Akademie van Wetenschappen
odang_person_7165093,P166,Q338337
odang_person_4885044,P21,Q6581097
odang_person_7166286,P26,Q1058161
odang_person_4777856,P20,Q875133
Q1146578,label,squadra dell'anno UEFA
odang_person_3585316,P39,Q56598597
odang_person_8372029,P3373,Q2527342
odang_person_7165981,P569,1984
odang_person_2391553,P40,Q75572977
odang_person_4778023,P166,Q63436645
odang_person_7165335,P25,Q5018676
odang_person_7273032,P27,Q38
odang_person_1211685,P569,1922
Q48547,label,Cosimo I de' Medici
Q2164184,label,Spinola
Q17151,label,Salonicco
Q20895867,label,Eve Jobs
Q6602,label,Strasburgo
odang_person_2318873,P27,Q38
odang_person_7164960,P1038,Q22087758
odang_person_5978725,P106,Q639669
odang_person_2405833,P1412,Q652
odang_person_1205662,P166,Q41254
Q1891483,label,Manuel De Sica
odang_person_3584641,P106,Q4964182
Q389134,label,Gabriella Carlucci
odang_person_3692561,P27,Q38
odang_person_1205352,P27,Q30
odang_person_8363309,P21,Q6581097
Q317824,label,Kim Jong-Nam
odang_person_4778023,P166,Q1635491
Q978420,label,Prix du scénario
odang_person_3584641,P25,Q1815905
odang_person_84797,P166,Q908793
odang_person_1210952,P106,Q82955
odang_person_5990167,P106,Q36180
odang_person_1294241,P106,Q488111
odang_person_7200074,P106,Q33999
odang_person_9334,P569,1547
odang_person_7172744,P3373,Q3847629
Q2095549,label,aviatore
odang_person_2403295,P569,1944
Q21179311,label,Viola Louise Engel
odang_person_5057053,P103,Q652
Q574024,label,Ferdinando d'Asburgo
odang_person_8399611,P1412,Q652
Q2464495,label,Türkenkaserne
odang_person_9334,P3373,Q220845
Q3733597,label,Estrema sinistra storica
odang_person_5977813,P27,Q16
odang_person_5988533,P27,Q172579
odang_person_3609021,P22,Q28922825
odang_person_8370013,P27,Q38
Q7723,label,Napoleone II di Francia
odang_person_2411571,P937,Q220
odang_person_4777965,P119,Q858831
odang_person_5984483,P39,Q58796672
odang_person_5978238,P21,Q6581097
odang_person_4786799,P26,Q159716
odang_person_5971494,P26,Q4794641
odang_person_3585484,P106,Q202648
odang_person_5970876,P106,Q488205
odang_person_2494293,P19,Q1449
Q3263398,label,"Luigi di Borbone, conte di Vermandois"
Q374085,label,Adrian Sauer
odang_person_1300464,P1412,Q652
odang_person_2423987,P19,Q220
odang_person_5977813,P172,Q2254415
odang_person_3584673,P166,Q106517969
odang_person_4812434,P19,Q490
odang_person_8453359,P21,Q6581072
Q1003074,label,Glen Ridge
Q296265,label,Filippino Lippi
odang_person_8361328,P166,Q777921
odang_person_1792026,P21,Q6581097
odang_person_8377433,P27,Q38
Q57244,label,Paul Hindemith
odang_person_7165335,P103,Q652
Q360378,label,Adonia
odang_person_9334,P3373,Q132548
odang_person_3585316,P166,Q36358950
odang_person_7172311,P1412,Q652
odang_person_7164960,P3373,Q22084764
odang_person_4778921,P106,Q15980158
odang_person_3584621,P1412,Q188
odang_person_7165544,P20,Q985269
odang_person_1259314,P106,Q36180
odang_person_1197939,P103,Q150
odang_person_7164969,P551,Q220
Q3640,label,Ankara
odang_person_3689444,P106,Q1930187
odang_person_5182202,P106,Q37226
odang_person_5991366,P106,Q753110
odang_person_4784643,P106,Q386854
odang_person_7165049,P106,Q482980
odang_person_8958,P106,Q55960555
Q426045,label,Università di Malta
odang_person_7165093,P166,Q15042392
odang_person_1197973,P20,Q127856
odang_person_44110,P106,Q33999
odang_person_8387024,P102,Q2949884
odang_person_8360933,P106,Q386854
odang_person_4887694,P19,Q220
odang_person_9720,P106,Q82955
odang_person_3584625,P40,Q2312807
odang_person_4778023,P166,Q26242431
odang_person_4789603,P40,Q3846299
Q2942199,label,Cathy Guetta
odang_person_1197390,P26,Q192990
odang_person_2404775,P569,1952
Q61453692,label,cimitero di Cavaria con Premezzo
odang_person_5982568,P27,Q38
odang_person_1197939,P3373,Q156045
odang_person_4778023,P39,Q14931512
Q332869,label,Festival Internazionale del cinema di Karlovy Vary
odang_person_3584621,P551,Q1055
odang_person_2391528,P1412,Q652
odang_person_7168729,P551,Q656
odang_person_3591787,P26,Q517
odang_person_7300,P27,Q693570
odang_person_4812364,P19,Q641
odang_person_8369215,P19,Q13395
Q302884,label,Partito Popolare Bavarese
Q58894,label,Santa Maria Capua Vetere
odang_person_3584673,P166,Q163700
odang_person_2392044,P166,Q463085
Q83362,label,Recanati
Q16947657,label,litografo
Q45350543,label,Bernardo Macciavelli
odang_person_1207859,P1412,Q652
Q309135,label,Corriere della Sera
Q3870549,label,Nastro d'argento al migliore attore protagonista
Q597,label,Lisbona
odang_person_6046780,P106,Q8246794
Q329464,label,Accademia Reale Prussiana delle Scienze
Q100055,label,Formigine
odang_person_5971494,P106,Q177220
odang_person_8370013,P106,Q131524
odang_person_8361925,P21,Q6581097
odang_person_2494659,P19,Q52981
odang_person_4778076,P19,Q490
odang_person_7167666,P106,Q5716684
odang_person_4782803,P21,Q6581072
odang_person_8363532,P551,Q2873927
odang_person_3585316,P463,Q1228165
Q103916,label,Oscar al miglior attore
odang_person_4778023,P166,Q65923771
odang_person_5971756,P19,Q2219563
odang_person_2398661,P166,Q4542504
Q33959,label,Nizza
odang_person_2391689,P25,Q17499761
Q11569986,label,incisore
Q127856,label,Beverly Hills
odang_person_2494158,P39,Q13653224
odang_person_3593635,P27,Q30
Q2701168,label,Casa di Davide
odang_person_9009,P53,Q21452595
odang_person_3585482,P53,Q645719
odang_person_5978680,P26,Q63197915
Q392651,label,agente
Q590446,label,Maria Anna di Borbone-Francia
Q29870480,label,Sébastien Auzière
odang_person_7164960,P1038,Q84642
odang_person_2408590,P569,1981
odang_person_8361107,P166,Q794775
odang_person_3609021,P1038,Q16559055
odang_person_2484487,P19,Q2457268
odang_person_4783641,P569,1215
Q3605139,label,Adelaide Antici Leopardi
odang_person_5988533,P27,Q38
odang_person_1210952,P20,Q495
odang_person_8361149,P106,Q36180
odang_person_2392575,P39,Q15647601
odang_person_7226099,P2632,Q159483
odang_person_8370013,P106,Q3282637
odang_person_4777856,P1412,Q188
odang_person_6004907,P569,1966
odang_person_5970904,P119,Q2972524
odang_person_7165049,P19,Q745120
odang_person_2391475,P3373,Q96085757
odang_person_5971494,P1412,Q1860
odang_person_4778023,P166,Q3885362
Q156478,label,Pour le Mérite
Q4335976,label,ordine di gloria ed onore
odang_person_3606179,P21,Q6581097
odang_person_2391528,P1412,Q1860
Q78870,label,Rosa Albach-Retty
odang_person_7300,P19,Q13362
odang_person_14158,P102,Q941224
odang_person_3593635,P166,Q56085715
Q463443,label,American Ballet Theatre
Q22132157,label,Anna Maria Göschl
odang_person_7164960,P1038,Q22085545
odang_person_8361622,P19,Q103110
odang_person_7165708,P166,Q17985761
odang_person_3623773,P569,1968
Q157153,label,Wolfsschanze
Q188,label,tedesco
odang_person_1197973,P106,Q4610556
odang_person_1306862,P40,Q18921228
odang_person_1199479,P1412,Q5146
odang_person_337627,P27,Q38
odang_person_7167666,P6886,Q1860
odang_person_7167666,P21,Q6581097
odang_person_8370013,P106,Q753110
odang_person_7176320,P1412,Q652
Q16501177,label,Clara Agnelli
odang_person_7165544,P40,Q3847598
odang_person_3584791,P119,Q311
Q47817,label,Movimento 5 Stelle
odang_person_3585482,P3373,Q93810
Q1049896,label,Onze d'or
Q93976,label,Ordine del Leone d'oro di Nassau
Q156598,label,Università di Leida
odang_person_8360933,P166,Q13452531
odang_person_1239341,P27,Q38
odang_person_7164960,P569,1889
odang_person_8363532,P40,Q441822
odang_person_4784366,P106,Q42973
odang_person_1210952,P21,Q6581097
Q1115871,label,Bianca Berlinguer
odang_person_8387024,P40,Q3713023
odang_person_9130732,P1412,Q652
odang_person_5970876,P463,Q384664
Q3639720,label,Bice Waleran
odang_person_3623773,P27,Q38
odang_person_6079483,P569,1949
odang_person_1207330,P106,Q28389
odang_person_9720,P1412,Q652
odang_person_8369215,P106,Q937857
odang_person_1198059,P25,Q7041639
odang_person_5150141,P6886,Q652
odang_person_8465135,P20,Q2634
odang_person_2391528,P53,Q101978
odang_person_7260372,P1412,Q652
odang_person_7165958,P166,Q3319305
odang_person_35848,P569,1954
Q18999,label,Quinto Giunio Rustico
odang_person_5971494,P106,Q33999
odang_person_6076377,P19,Q13433
odang_person_7273880,P551,Q220
odang_person_3585316,P463,Q414268
Q201656,label,Nick Jonas
odang_person_2411571,P102,Q15196039
odang_person_5419475,P27,Q38
odang_person_21915,P19,Q190646
odang_person_2501569,P21,Q6581097
odang_person_7200101,P39,Q708492
odang_person_3584673,P106,Q36834
odang_person_1205662,P106,Q10800557
Q25210469,label,Eleonora Berlusconi
odang_person_7165335,P937,Q490
odang_person_1197390,P166,Q451842
odang_person_1197390,P106,Q713200
odang_person_7260372,P106,Q177220
odang_person_8468861,P21,Q6581097
odang_person_2391689,P106,Q7888586
odang_person_1197939,P40,Q34417
Q97,label,oceano Atlantico
odang_person_4857128,P106,Q3658608
odang_person_4777859,P26,Q68761
odang_person_7165071,P3373,Q186138
odang_person_1207330,P19,Q51862
odang_person_1267890,P21,Q6581097
odang_person_4777859,P106,Q16389557
odang_person_2425743,P27,Q172579
odang_person_8361689,P1412,Q1860
odang_person_2391528,P569,1533
odang_person_8392033,P106,Q43845
Q82674,label,Maria I d'Inghilterra
odang_person_6079483,P21,Q6581097
odang_person_35848,P106,Q487596
odang_person_1211685,P166,Q1277961
Q736727,label,Repubblica di Siena
odang_person_7300,P106,Q36180
odang_person_17840,P551,Q42560
Q840684,label,Whitburn
odang_person_7168729,P106,Q1925963
odang_person_5182202,P27,Q38
Q641,label,Venezia
odang_person_7267897,P27,Q38
odang_person_3585316,P945,Q7318
odang_person_4784366,P106,Q17391638
odang_person_21915,P166,Q1526935
odang_person_7165093,P166,Q2329411
odang_person_6080695,P40,Q3749945
odang_person_7184961,P21,Q6581072
Q2865819,label,cantante lirico
odang_person_5971032,P551,Q8652
odang_person_4778023,P166,Q864037
odang_person_2455,P1412,Q397
odang_person_1306862,P569,1941
odang_person_2416555,P106,Q2159907
odang_person_7200074,P19,Q111169
odang_person_1792026,P19,Q490
Q15433241,label,Margarete Himmler
odang_person_5971032,P19,Q90
odang_person_4778076,P40,Q940243
odang_person_4782803,P106,Q10800557
odang_person_8375906,P166,Q3404339
odang_person_1198429,P26,Q51367675
odang_person_2399208,P19,Q677450
odang_person_8465106,P106,Q10798782
odang_person_8405606,P3373,Q518023
odang_person_1197450,P166,Q861051
odang_person_8375906,P166,Q1408208
odang_person_8375906,P106,Q1930187
odang_person_1259314,P106,Q10800557
odang_person_3584621,P166,Q1599870
odang_person_4883537,P106,Q44508716
odang_person_8361925,P103,Q1860
odang_person_2392575,P551,Q607224
odang_person_7226099,P27,Q38
odang_person_4777856,P106,Q18939491
Q197542,label,Comitato permanente dell'ufficio politico del Partito Comunista Cinese
Q4785857,label,Maria Carolina d'Asburgo-Lorena
