n,name,gender
http://www.wikidata.org/entity/Q11527798,Leobard,male
http://www.wikidata.org/entity/Q11682058,Gedeon,male
http://www.wikidata.org/entity/Q16427548,Stormur,male
http://www.wikidata.org/entity/Q16427444,Steinþór,male
http://www.wikidata.org/entity/Q16427490,Stirnir,male
http://www.wikidata.org/entity/Q16427607,Hergeir,male
http://www.wikidata.org/entity/Q16427602,Herfinnur,male
http://www.wikidata.org/entity/Q16427588,Sturlaugur,male
http://www.wikidata.org/entity/Q16427437,Steinvarður,male
http://www.wikidata.org/entity/Q16427442,Steinólfur,male
http://www.wikidata.org/entity/Q12787268,Dani,male
http://www.wikidata.org/entity/Q12786256,Boško,male
http://www.wikidata.org/entity/Q16276190,Hale,male
http://www.wikidata.org/entity/Q11682369,Heinz,male
http://www.wikidata.org/entity/Q16427658,Hermundur,male
http://www.wikidata.org/entity/Q17518680,Nicolaas,male
http://www.wikidata.org/entity/Q12784357,Almir,male
http://www.wikidata.org/entity/Q12784341,Aljaž,male
http://www.wikidata.org/entity/Q16275996,Gioacchino,male
http://www.wikidata.org/entity/Q16275951,Giraldo,male
http://www.wikidata.org/entity/Q12786264,Boštjan,male
http://www.wikidata.org/entity/Q16427384,Steinmann,male
http://www.wikidata.org/entity/Q16427385,Hektor,male
http://www.wikidata.org/entity/Q12785129,Arnes,male
http://www.wikidata.org/entity/Q11682625,Hrafn,male
http://www.wikidata.org/entity/Q16427578,Henrý,male
http://www.wikidata.org/entity/Q16427555,Hemmert,male
http://www.wikidata.org/entity/Q17520844,Aleksander,male
http://www.wikidata.org/entity/Q17519433,Zéphirin,male
http://www.wikidata.org/entity/Q17520926,Martinus,male
http://www.wikidata.org/entity/Q16427326,Heiðmar,male
http://www.wikidata.org/entity/Q16427327,Steindór,male
http://www.wikidata.org/entity/Q16427633,Herlaugur,male
http://www.wikidata.org/entity/Q16427628,Herjólfur,male
http://www.wikidata.org/entity/Q16427635,Herleifur,male
http://www.wikidata.org/entity/Q17520944,Marc,male
http://www.wikidata.org/entity/Q16276024,Gómez,male
http://www.wikidata.org/entity/Q11685652,Amonariusz,male
http://www.wikidata.org/entity/Q11685666,Anaksymander,male
http://www.wikidata.org/entity/Q16427638,Herluf,male
http://www.wikidata.org/entity/Q12785799,Berto,male
http://www.wikidata.org/entity/Q16276036,Gord,male
http://www.wikidata.org/entity/Q16427683,Hervar,male
http://www.wikidata.org/entity/Q16427686,Hervarður,male
http://www.wikidata.org/entity/Q16427689,Hervin,male
http://www.wikidata.org/entity/Q12787716,Domen,male
http://www.wikidata.org/entity/Q16276226,Halvor,male
http://www.wikidata.org/entity/Q16276304,Hans-Jürgen,male
http://www.wikidata.org/entity/Q11684760,Akihito,male
http://www.wikidata.org/entity/Q11685648,Ammoniusz,male
http://www.wikidata.org/entity/Q16276296,Hanns,male
http://www.wikidata.org/entity/Q16427625,Styrmir,male
http://www.wikidata.org/entity/Q16427622,Styrkár,male
http://www.wikidata.org/entity/Q16427670,Hersir,male
http://www.wikidata.org/entity/Q16427673,Hersteinn,male
http://www.wikidata.org/entity/Q17520946,Marek,male
http://www.wikidata.org/entity/Q11686996,Aureli,male
http://www.wikidata.org/entity/Q11688602,Bonfiliusz,male
http://www.wikidata.org/entity/Q11688523,Boleczest,male
http://www.wikidata.org/entity/Q11686512,Antyd,male
http://www.wikidata.org/entity/Q11688036,Biezstryj,male
http://www.wikidata.org/entity/Q11688295,Blandyn,male
http://www.wikidata.org/entity/Q11688035,Biezdziad,male
http://www.wikidata.org/entity/Q12787332,Darijan,male
http://www.wikidata.org/entity/Q12787325,Darijo,male
http://www.wikidata.org/entity/Q12787314,Danko,male
http://www.wikidata.org/entity/Q12787322,Darian,male
http://www.wikidata.org/entity/Q16276045,Grady,male
http://www.wikidata.org/entity/Q16276064,Griffith,male
http://www.wikidata.org/entity/Q12788174,Edmond,male
http://www.wikidata.org/entity/Q16427731,Hilbert,male
http://www.wikidata.org/entity/Q16427729,Hilaríus,male
http://www.wikidata.org/entity/Q16427678,Stígur,male
http://www.wikidata.org/entity/Q16427676,Hersveinn,male
http://www.wikidata.org/entity/Q11688508,Bojan,male
http://www.wikidata.org/entity/Q11688392,Bodzepor,male
http://www.wikidata.org/entity/Q16276444,Hassan,male
http://www.wikidata.org/entity/Q16276419,Haruo,male
http://www.wikidata.org/entity/Q11684093,Ab,male
http://www.wikidata.org/entity/Q16276323,Hara,male
http://www.wikidata.org/entity/Q11690054,Chociebąd,male
http://www.wikidata.org/entity/Q11689523,Celeryn,male
http://www.wikidata.org/entity/Q11687769,Bernardo,male
http://www.wikidata.org/entity/Q12788669,Fabjan,male
http://www.wikidata.org/entity/Q11686919,Atenodor,male
http://www.wikidata.org/entity/Q16276505,Heber,male
http://www.wikidata.org/entity/Q16427751,Hildimar,male
http://www.wikidata.org/entity/Q16427754,Hildimundur,male
http://www.wikidata.org/entity/Q17520955,Marco,male
http://www.wikidata.org/entity/Q12788177,Edin,male
http://www.wikidata.org/entity/Q11691886,Czabor,male
http://www.wikidata.org/entity/Q11691872,Cyryn,male
http://www.wikidata.org/entity/Q12787890,Dražen,male
http://www.wikidata.org/entity/Q16427949,Svanbergur,male
http://www.wikidata.org/entity/Q16427947,Svanberg,male
http://www.wikidata.org/entity/Q16427950,Hjörtþór,male
http://www.wikidata.org/entity/Q16427749,Hildiglúmur,male
http://www.wikidata.org/entity/Q16427744,Stórólfur,male
http://www.wikidata.org/entity/Q16427745,Hildigeir,male
http://www.wikidata.org/entity/Q16427932,Svali,male
http://www.wikidata.org/entity/Q16427925,Hjálmur,male
http://www.wikidata.org/entity/Q16276345,Harcourt,male
http://www.wikidata.org/entity/Q16276330,Haralds,male
http://www.wikidata.org/entity/Q16427791,Sumarliði,male
http://www.wikidata.org/entity/Q16427846,Hjallkár,male
http://www.wikidata.org/entity/Q16427790,Himri,male
http://www.wikidata.org/entity/Q12787798,Dragi,male
http://www.wikidata.org/entity/Q11690619,Cieszymysł,male
http://www.wikidata.org/entity/Q11690620,Cieszysław,male
http://www.wikidata.org/entity/Q11690616,Cieszybor,male
http://www.wikidata.org/entity/Q11690623,Ciesław,male
http://www.wikidata.org/entity/Q11690669,Cirzpibog,male
http://www.wikidata.org/entity/Q11690621,Cieszyrad,male
http://www.wikidata.org/entity/Q16427912,Hjálmgeir,male
http://www.wikidata.org/entity/Q16427916,Svafar,male
http://www.wikidata.org/entity/Q16427921,Hjálmtýr,male
http://www.wikidata.org/entity/Q16427764,Hildiþór,male
http://www.wikidata.org/entity/Q16427780,Hilmir,male
http://www.wikidata.org/entity/Q16427756,Hildir,male
http://www.wikidata.org/entity/Q11688976,Brice,male
http://www.wikidata.org/entity/Q11688823,Briok,male
http://www.wikidata.org/entity/Q12788459,Eric,male
http://www.wikidata.org/entity/Q11688663,Borzygniew,male
http://www.wikidata.org/entity/Q11688775,Bratumił,male
http://www.wikidata.org/entity/Q16276580,Hendric,male
http://www.wikidata.org/entity/Q16427740,Hildibergur,male
http://www.wikidata.org/entity/Q16427742,Hildibrandur,male
http://www.wikidata.org/entity/Q16427733,Hildar,male
http://www.wikidata.org/entity/Q17520952,Marko,male
http://www.wikidata.org/entity/Q11692056,Czcirad,male
http://www.wikidata.org/entity/Q11692444,Częstowoj,male
http://www.wikidata.org/entity/Q11692436,Czębor,male
http://www.wikidata.org/entity/Q12788673,Fadil,male
http://www.wikidata.org/entity/Q12788672,Fabjo,male
http://www.wikidata.org/entity/Q17520949,Markus,male
http://www.wikidata.org/entity/Q12788843,Ferid,male
http://www.wikidata.org/entity/Q16276404,Haruhisa,male
http://www.wikidata.org/entity/Q12788783,Fedja,male
http://www.wikidata.org/entity/Q11698010,Fedele,male
http://www.wikidata.org/entity/Q11697638,Falibor,male
http://www.wikidata.org/entity/Q11698106,Filon,male
http://www.wikidata.org/entity/Q11694378,Dobiegniew,male
http://www.wikidata.org/entity/Q11694257,Dioskur,male
http://www.wikidata.org/entity/Q11694403,Dobrobąd,male
http://www.wikidata.org/entity/Q11694747,Domaradz,male
http://www.wikidata.org/entity/Q11694742,Domagoj,male
http://www.wikidata.org/entity/Q16427880,Hjarnar,male
http://www.wikidata.org/entity/Q16427868,Hjalti,male
http://www.wikidata.org/entity/Q17522194,Napoleon,male
http://www.wikidata.org/entity/Q16428064,Hlíðar,male
http://www.wikidata.org/entity/Q16428060,Hlífar,male
http://www.wikidata.org/entity/Q16276625,Heri,male
http://www.wikidata.org/entity/Q16276592,Henock,male
http://www.wikidata.org/entity/Q17522220,Josse,male
http://www.wikidata.org/entity/Q16427960,Hleiðar,male
http://www.wikidata.org/entity/Q16427962,Svangeir,male
http://www.wikidata.org/entity/Q16427968,Hlini,male
http://www.wikidata.org/entity/Q16428027,Hljómur,male
http://www.wikidata.org/entity/Q16428004,Svanþór,male
http://www.wikidata.org/entity/Q16428039,Svavar,male
http://www.wikidata.org/entity/Q16427953,Svanbjörn,male
http://www.wikidata.org/entity/Q16427952,Hjörvar,male
http://www.wikidata.org/entity/Q16427944,Hjörleifur,male
http://www.wikidata.org/entity/Q16427934,Hjálmþór,male
http://www.wikidata.org/entity/Q16427942,Svan,male
http://www.wikidata.org/entity/Q16276519,Heiki,male
http://www.wikidata.org/entity/Q16427990,Svanmundur,male
http://www.wikidata.org/entity/Q16427998,Svanur,male
http://www.wikidata.org/entity/Q16427988,Svanlaugur,male
http://www.wikidata.org/entity/Q12789275,Franci,male
http://www.wikidata.org/entity/Q16427986,Svani,male
http://www.wikidata.org/entity/Q16427984,Svanhólm,male
http://www.wikidata.org/entity/Q16276641,Herm,male
http://www.wikidata.org/entity/Q11693817,Delfin,male
http://www.wikidata.org/entity/Q11692664,Dalewin,male
http://www.wikidata.org/entity/Q11694749,Domawuj,male
http://www.wikidata.org/entity/Q11695754,Dziwigor,male
http://www.wikidata.org/entity/Q11695589,Dziebor,male
http://www.wikidata.org/entity/Q16428098,Hlöður,male
http://www.wikidata.org/entity/Q16428102,Hlöðvarður,male
http://www.wikidata.org/entity/Q16276754,Hillar,male
http://www.wikidata.org/entity/Q12790881,Henrih,male
http://www.wikidata.org/entity/Q16276710,Hideharu,male
http://www.wikidata.org/entity/Q16276631,Heribert,male
http://www.wikidata.org/entity/Q11698719,Franciszek Salezy,male
http://www.wikidata.org/entity/Q11698845,Fraternus,male
http://www.wikidata.org/entity/Q12793062,Julij,male
http://www.wikidata.org/entity/Q12791477,Ismet,male
http://www.wikidata.org/entity/Q16428082,Sveinberg,male
http://www.wikidata.org/entity/Q16428097,Hlöðmundur,male
http://www.wikidata.org/entity/Q16428086,Hlíðberg,male
http://www.wikidata.org/entity/Q17522212,Jodok,male
http://www.wikidata.org/entity/Q12788834,Ferdo,male
http://www.wikidata.org/entity/Q17523707,Jörn,male
http://www.wikidata.org/entity/Q16276646,Herman,male
http://www.wikidata.org/entity/Q11695887,Długomił,male
http://www.wikidata.org/entity/Q11696625,Elfeg,male
http://www.wikidata.org/entity/Q16276555,Helmuth,male
http://www.wikidata.org/entity/Q16428120,Hnikarr,male
http://www.wikidata.org/entity/Q16428145,Sveinþór,male
http://www.wikidata.org/entity/Q16428118,Hnikar,male
http://www.wikidata.org/entity/Q12792774,Joža,male
http://www.wikidata.org/entity/Q17522230,Jošt,male
http://www.wikidata.org/entity/Q11694417,Dobrowit,male
http://www.wikidata.org/entity/Q11694740,Domagniew,male
http://www.wikidata.org/entity/Q11694737,Domabor,male
http://www.wikidata.org/entity/Q12793010,Jožko,male
http://www.wikidata.org/entity/Q11699441,Gaudenty,male
http://www.wikidata.org/entity/Q11699442,Gaudencjusz,male
http://www.wikidata.org/entity/Q11699387,Gardomir,male
http://www.wikidata.org/entity/Q16428116,Hnefill,male
http://www.wikidata.org/entity/Q16428113,Sveinmar,male
http://www.wikidata.org/entity/Q16428279,Hrappur,male
http://www.wikidata.org/entity/Q16428289,Sæberg,male
http://www.wikidata.org/entity/Q16428273,Hrannar,male
http://www.wikidata.org/entity/Q12789516,Gaber,male
http://www.wikidata.org/entity/Q12789318,Franek,male
http://www.wikidata.org/entity/Q11709963,Hitoshi,male
http://www.wikidata.org/entity/Q16428180,Holgeir,male
http://www.wikidata.org/entity/Q16428200,Holti,male
http://www.wikidata.org/entity/Q16428215,Sváfnir,male
http://www.wikidata.org/entity/Q12790752,Hari,male
http://www.wikidata.org/entity/Q12790472,Grozdan,male
http://www.wikidata.org/entity/Q16428058,Hlér,male
http://www.wikidata.org/entity/Q16428050,Hlynur,male
http://www.wikidata.org/entity/Q16428056,Hlégestur,male
http://www.wikidata.org/entity/Q11699712,Germeriusz,male
http://www.wikidata.org/entity/Q11701189,Gościsław,male
http://www.wikidata.org/entity/Q11699693,Gerbert,male
http://www.wikidata.org/entity/Q16428241,Hrafnar,male
http://www.wikidata.org/entity/Q16428243,Hrafnbergur,male
http://www.wikidata.org/entity/Q16428266,Hrafnkell,male
http://www.wikidata.org/entity/Q16428104,Hlöðver,male
http://www.wikidata.org/entity/Q16428111,Sveinlaugur,male
http://www.wikidata.org/entity/Q16428107,Sveinjón,male
http://www.wikidata.org/entity/Q12791845,Jaka,male
http://www.wikidata.org/entity/Q12791765,Iztok,male
http://www.wikidata.org/entity/Q11696982,Epafras,male
http://www.wikidata.org/entity/Q11696651,Elifiusz,male
http://www.wikidata.org/entity/Q11696720,Elwir,male
http://www.wikidata.org/entity/Q16428324,Hreimur,male
http://www.wikidata.org/entity/Q16428327,Sæmann,male
http://www.wikidata.org/entity/Q12793167,Juro,male
http://www.wikidata.org/entity/Q16276852,Hobart,male
http://www.wikidata.org/entity/Q16276830,Hirotoshi,male
http://www.wikidata.org/entity/Q16276845,Hitesh,male
http://www.wikidata.org/entity/Q11702145,Raphaël,male
http://www.wikidata.org/entity/Q16428402,Hrolleifur,male
http://www.wikidata.org/entity/Q16428403,Sírnir,male
http://www.wikidata.org/entity/Q16428404,Sírus,male
http://www.wikidata.org/entity/Q11714087,Irydion,male
http://www.wikidata.org/entity/Q11713877,Irenarch,male
http://www.wikidata.org/entity/Q11712498,Ingbert,male
http://www.wikidata.org/entity/Q12793278,Kalman,male
http://www.wikidata.org/entity/Q12790996,Hinko,male
http://www.wikidata.org/entity/Q12791190,Husejin,male
http://www.wikidata.org/entity/Q16428225,Svölnir,male
http://www.wikidata.org/entity/Q16428227,Svörfuður,male
http://www.wikidata.org/entity/Q11709136,Heraklides,male
http://www.wikidata.org/entity/Q11709840,Hirohito,male
http://www.wikidata.org/entity/Q11706851,Břetislav,male
http://www.wikidata.org/entity/Q16276787,Hiroaki,male
http://www.wikidata.org/entity/Q16276807,Hirokatsu,male
http://www.wikidata.org/entity/Q16276793,Hirofumi,male
http://www.wikidata.org/entity/Q11702531,Gromisław,male
http://www.wikidata.org/entity/Q17523941,Jord,male
http://www.wikidata.org/entity/Q16276733,Hideyo,male
http://www.wikidata.org/entity/Q16276728,Hideshi,male
http://www.wikidata.org/entity/Q16276716,Hidekazu,male
http://www.wikidata.org/entity/Q16276884,Hogan,male
http://www.wikidata.org/entity/Q16276877,Hoca,male
http://www.wikidata.org/entity/Q17523781,Ferdinando,male
http://www.wikidata.org/entity/Q17523812,Jordi,male
http://www.wikidata.org/entity/Q16428291,Sæbergur,male
http://www.wikidata.org/entity/Q16428295,Sæbjörn,male
http://www.wikidata.org/entity/Q17524157,Wiktor,male
http://www.wikidata.org/entity/Q16277012,Hushang,male
http://www.wikidata.org/entity/Q16276810,Hirokuni,male
http://www.wikidata.org/entity/Q16276819,Hiromichi,male
http://www.wikidata.org/entity/Q11710375,Hygin,male
http://www.wikidata.org/entity/Q11710117,Hortensjusz,male
http://www.wikidata.org/entity/Q11711651,Ilidiusz,male
http://www.wikidata.org/entity/Q16277069,Illimar,male
http://www.wikidata.org/entity/Q11711709,Illydiusz,male
http://www.wikidata.org/entity/Q11711855,Imisław,male
http://www.wikidata.org/entity/Q16428334,Hreiðmar,male
http://www.wikidata.org/entity/Q16428335,Sæmundur,male
http://www.wikidata.org/entity/Q16428333,Hreiðar,male
http://www.wikidata.org/entity/Q16428322,Hreggviður,male
http://www.wikidata.org/entity/Q16428321,Sælaugur,male
http://www.wikidata.org/entity/Q16428296,Hraunar,male
http://www.wikidata.org/entity/Q16428368,Sævin,male
http://www.wikidata.org/entity/Q16428392,Símon,male
http://www.wikidata.org/entity/Q16428372,Sæþór,male
http://www.wikidata.org/entity/Q17522398,Berend,male
http://www.wikidata.org/entity/Q17523722,Georgios,male
http://www.wikidata.org/entity/Q17523753,Jure,male
http://www.wikidata.org/entity/Q11715817,Jaczewoj,male
http://www.wikidata.org/entity/Q11715818,Jaczemir,male
http://www.wikidata.org/entity/Q11714745,Izaur,male
http://www.wikidata.org/entity/Q11714127,Ischyrion,male
http://www.wikidata.org/entity/Q11714620,Iwosław,male
http://www.wikidata.org/entity/Q16428346,Sær,male
http://www.wikidata.org/entity/Q16428358,Sævald,male
http://www.wikidata.org/entity/Q16428360,Sævaldur,male
http://www.wikidata.org/entity/Q16428436,Hróbjartur,male
http://www.wikidata.org/entity/Q16428440,Hrói,male
http://www.wikidata.org/entity/Q16428444,Hrólfur,male
http://www.wikidata.org/entity/Q11714122,Isamu,male
http://www.wikidata.org/entity/Q12794332,Kristian,male
http://www.wikidata.org/entity/Q16428450,Hrómundur,male
http://www.wikidata.org/entity/Q16428445,Sókrates,male
http://www.wikidata.org/entity/Q16428452,Hróðmar,male
http://www.wikidata.org/entity/Q12794711,Lenard,male
http://www.wikidata.org/entity/Q12794961,Livijo,male
http://www.wikidata.org/entity/Q16428420,Hrærekur,male
http://www.wikidata.org/entity/Q16428425,Hrímnir,male
http://www.wikidata.org/entity/Q16428414,Sívar,male
http://www.wikidata.org/entity/Q12793478,Karli,male
http://www.wikidata.org/entity/Q12793307,Kamilo,male
http://www.wikidata.org/entity/Q16428395,Hringur,male
http://www.wikidata.org/entity/Q16428397,Hrollaugur,male
http://www.wikidata.org/entity/Q16428508,Sólmar,male
http://www.wikidata.org/entity/Q16428502,Huldar,male
http://www.wikidata.org/entity/Q16428501,Sólimann,male
http://www.wikidata.org/entity/Q17524981,Georgije,male
http://www.wikidata.org/entity/Q11720684,Jarema,male
http://www.wikidata.org/entity/Q11720768,Jarostryj,male
http://www.wikidata.org/entity/Q11720730,Jarogniew,male
http://www.wikidata.org/entity/Q16277045,Ignatz,male
http://www.wikidata.org/entity/Q16277034,Ignác,male
http://www.wikidata.org/entity/Q12794475,Kurent,male
http://www.wikidata.org/entity/Q16276979,Hugues,male
http://www.wikidata.org/entity/Q12794654,Lazar,male
http://www.wikidata.org/entity/Q12794499,Kuzman,male
http://www.wikidata.org/entity/Q16428543,Sólver,male
http://www.wikidata.org/entity/Q16428549,Hvannar,male
http://www.wikidata.org/entity/Q16428545,Sólvin,male
http://www.wikidata.org/entity/Q11715822,Jacław,male
http://www.wikidata.org/entity/Q11717191,Jan Chryzostom,male
http://www.wikidata.org/entity/Q16428366,Sævarr,male
http://www.wikidata.org/entity/Q16428362,Sævar,male
http://www.wikidata.org/entity/Q16277080,Inácio,male
http://www.wikidata.org/entity/Q16428457,Sólberg,male
http://www.wikidata.org/entity/Q16428456,Hróðvar,male
http://www.wikidata.org/entity/Q11722269,Pjeter,male
http://www.wikidata.org/entity/Q12794334,Kristijan,male
http://www.wikidata.org/entity/Q16277225,Jace,male
http://www.wikidata.org/entity/Q11717626,Jan Gwalbert,male
http://www.wikidata.org/entity/Q11717885,Jan Kanty,male
http://www.wikidata.org/entity/Q17524272,Valerio,male
http://www.wikidata.org/entity/Q16428476,Hugi,male
http://www.wikidata.org/entity/Q16428467,Hugberg,male
http://www.wikidata.org/entity/Q16428463,Sólbjörn,male
http://www.wikidata.org/entity/Q16277185,Ive,male
http://www.wikidata.org/entity/Q16277210,Jaap,male
http://www.wikidata.org/entity/Q16277159,Itaru,male
http://www.wikidata.org/entity/Q12795232,Luca,male
http://www.wikidata.org/entity/Q11714799,Izbygniew,male
http://www.wikidata.org/entity/Q11714796,Izbor,male
http://www.wikidata.org/entity/Q11714801,Izbylut,male
http://www.wikidata.org/entity/Q12794967,Livio,male
http://www.wikidata.org/entity/Q12794965,Livij,male
http://www.wikidata.org/entity/Q16428432,Sófus,male
http://www.wikidata.org/entity/Q16428434,Sófónías,male
http://www.wikidata.org/entity/Q12795250,Ludovik,male
http://www.wikidata.org/entity/Q17523981,Klaudian,male
http://www.wikidata.org/entity/Q17525132,Xurxo,male
http://www.wikidata.org/entity/Q16428569,Sölmundur,male
http://www.wikidata.org/entity/Q16428578,Sölvar,male
http://www.wikidata.org/entity/Q16428459,Sólbergur,male
http://www.wikidata.org/entity/Q16428461,Sólbjartur,male
http://www.wikidata.org/entity/Q16428462,Hrútur,male
http://www.wikidata.org/entity/Q16428514,Sólon,male
http://www.wikidata.org/entity/Q16428510,Sólmundur,male
http://www.wikidata.org/entity/Q16428668,Hálfdan,male
http://www.wikidata.org/entity/Q16428640,Sýrus,male
http://www.wikidata.org/entity/Q16428666,Háleygur,male
http://www.wikidata.org/entity/Q17524296,Ettore,male
http://www.wikidata.org/entity/Q12795075,Lojze,male
http://www.wikidata.org/entity/Q16428716,Hávar,male
http://www.wikidata.org/entity/Q16428696,Hárlaugur,male
http://www.wikidata.org/entity/Q16428704,Hásteinn,male
http://www.wikidata.org/entity/Q16428584,Sölvi,male
http://www.wikidata.org/entity/Q16428611,Sörli,male
http://www.wikidata.org/entity/Q16428639,Hyltir,male
http://www.wikidata.org/entity/Q17525462,Sebastiano,male
http://www.wikidata.org/entity/Q16277266,Jake,male
http://www.wikidata.org/entity/Q16277107,Innar,male
http://www.wikidata.org/entity/Q16277111,Inoke,male
http://www.wikidata.org/entity/Q17525018,Manfredo,male
http://www.wikidata.org/entity/Q11717200,Jan Chrzciciel,male
http://www.wikidata.org/entity/Q12795498,Maks,male
http://www.wikidata.org/entity/Q16277143,Ishtiaq,male
http://www.wikidata.org/entity/Q16277137,Isami,male
http://www.wikidata.org/entity/Q17533013,Jori,male
http://www.wikidata.org/entity/Q16277131,Irwin,male
http://www.wikidata.org/entity/Q16277116,Iraj,male
http://www.wikidata.org/entity/Q17533877,Georgi,male
http://www.wikidata.org/entity/Q11729775,Juwentyn,male
http://www.wikidata.org/entity/Q11729748,Jutrowuj,male
http://www.wikidata.org/entity/Q11729772,Juwencjusz,male
http://www.wikidata.org/entity/Q12795434,Maj,male
http://www.wikidata.org/entity/Q11722500,Habib,male
http://www.wikidata.org/entity/Q11728666,Jowinian,male
http://www.wikidata.org/entity/Q16428791,Héðinn,male
http://www.wikidata.org/entity/Q17525467,Sebastiaan,male
http://www.wikidata.org/entity/Q16277329,Jean-Joseph,male
http://www.wikidata.org/entity/Q16428686,Hámundur,male
http://www.wikidata.org/entity/Q16428694,Hárekur,male
http://www.wikidata.org/entity/Q17533493,Jeroen,male
http://www.wikidata.org/entity/Q16277367,Jerónimo,male
http://www.wikidata.org/entity/Q16277327,Jean-Christophe,male
http://www.wikidata.org/entity/Q16428480,Huginn,male
http://www.wikidata.org/entity/Q16428487,Hugleikur,male
http://www.wikidata.org/entity/Q16428837,Hólm,male
http://www.wikidata.org/entity/Q16428839,Hólmar,male
http://www.wikidata.org/entity/Q16428814,Teitur,male
http://www.wikidata.org/entity/Q11720021,Januariusz,male
http://www.wikidata.org/entity/Q11719915,Janisław,male
http://www.wikidata.org/entity/Q11718490,Jan Nepomucen,male
http://www.wikidata.org/entity/Q11733758,Kalikst,male
http://www.wikidata.org/entity/Q11733789,Kalinik,male
http://www.wikidata.org/entity/Q16277244,Jacoby,male
http://www.wikidata.org/entity/Q16428800,Híram,male
http://www.wikidata.org/entity/Q11733886,Kaloger,male
http://www.wikidata.org/entity/Q11734902,Kancjan,male
http://www.wikidata.org/entity/Q11734951,Kanimir,male
http://www.wikidata.org/entity/Q11734955,Kanizjusz,male
http://www.wikidata.org/entity/Q11734965,Kanmił,male
http://www.wikidata.org/entity/Q11735974,Karol Boromeusz,male
http://www.wikidata.org/entity/Q12795965,Marsel,male
http://www.wikidata.org/entity/Q16428865,Hólmkell,male
http://www.wikidata.org/entity/Q16428861,Hólmgrímur,male
http://www.wikidata.org/entity/Q16277345,Jed,male
http://www.wikidata.org/entity/Q11736492,Karp,male
http://www.wikidata.org/entity/Q11736691,Kasander,male
http://www.wikidata.org/entity/Q11729459,Jur,male
http://www.wikidata.org/entity/Q11728856,Juda Tadeusz,male
http://www.wikidata.org/entity/Q11728681,Jozafat,male
http://www.wikidata.org/entity/Q16428871,Hólmþór,male
http://www.wikidata.org/entity/Q16428881,Hóseas,male
http://www.wikidata.org/entity/Q16428869,Holmstein,male
http://www.wikidata.org/entity/Q17535011,Chorche,male
http://www.wikidata.org/entity/Q11733249,Kadok,male
http://www.wikidata.org/entity/Q11730781,Chřen,male
http://www.wikidata.org/entity/Q11733439,Kalasanty,male
http://www.wikidata.org/entity/Q11738738,Kenshirō,male
http://www.wikidata.org/entity/Q11737384,Katerw,male
http://www.wikidata.org/entity/Q16428732,Hænir,male
http://www.wikidata.org/entity/Q16428730,Hængur,male
http://www.wikidata.org/entity/Q16428779,Tandri,male
http://www.wikidata.org/entity/Q11729744,Jutrogost,male
http://www.wikidata.org/entity/Q11729747,Jutrowoj,male
http://www.wikidata.org/entity/Q17536409,Jerzy,male
http://www.wikidata.org/entity/Q12796586,Miladin,male
http://www.wikidata.org/entity/Q12796657,Milanko,male
http://www.wikidata.org/entity/Q16277512,Juris,male
http://www.wikidata.org/entity/Q16277351,Jemal,male
http://www.wikidata.org/entity/Q16277356,Jenson,male
http://www.wikidata.org/entity/Q16277408,Jōichirō,male
http://www.wikidata.org/entity/Q16277435,Jolyon,male
http://www.wikidata.org/entity/Q12795523,Maksimilijan,male
http://www.wikidata.org/entity/Q16277570,Kain,male
http://www.wikidata.org/entity/Q11739584,Kjeld,male
http://www.wikidata.org/entity/Q12796181,Mato,male
http://www.wikidata.org/entity/Q11742417,Kongal,male
http://www.wikidata.org/entity/Q11740724,Derek,male
http://www.wikidata.org/entity/Q11740019,Kleonik,male
http://www.wikidata.org/entity/Q11740049,Klet,male
http://www.wikidata.org/entity/Q16428956,Húgó,male
http://www.wikidata.org/entity/Q16428954,Höður,male
http://www.wikidata.org/entity/Q12796324,Mehmed,male
http://www.wikidata.org/entity/Q12796553,Mijo,male
http://www.wikidata.org/entity/Q17539276,Frédéric,male
http://www.wikidata.org/entity/Q16277573,Kaito,male
http://www.wikidata.org/entity/Q17534056,Xurde,male
http://www.wikidata.org/entity/Q11739627,Klarus,male
http://www.wikidata.org/entity/Q11740001,Klementyn,male
http://www.wikidata.org/entity/Q11738752,Kenzō,male
http://www.wikidata.org/entity/Q16277533,Jérémy,male
http://www.wikidata.org/entity/Q16428985,Húnröður,male
http://www.wikidata.org/entity/Q16428995,Tjörvi,male
http://www.wikidata.org/entity/Q16428906,Thomas,male
http://www.wikidata.org/entity/Q16428900,Theódór,male
http://www.wikidata.org/entity/Q16428890,Theodór,male
http://www.wikidata.org/entity/Q16277482,João Henrique,male
http://www.wikidata.org/entity/Q17539077,Frederik,male
http://www.wikidata.org/entity/Q12796107,Matic,male
http://www.wikidata.org/entity/Q12796762,Miran,male
http://www.wikidata.org/entity/Q12797279,Nande,male
http://www.wikidata.org/entity/Q12797115,Muhamed,male
http://www.wikidata.org/entity/Q12797461,Nikica,male
http://www.wikidata.org/entity/Q12797610,Novak,male
http://www.wikidata.org/entity/Q12797374,Nejc,male
http://www.wikidata.org/entity/Q12797416,Nerino,male
http://www.wikidata.org/entity/Q17539976,Fryderyk,male
http://www.wikidata.org/entity/Q16428849,Hólmbert,male
http://www.wikidata.org/entity/Q16428855,Hólmfastur,male
http://www.wikidata.org/entity/Q16428859,Hólmgeir,male
http://www.wikidata.org/entity/Q16429023,Torfi,male
