id,mention,wp_title,ratio
Q184810,Schmitt,Pál Schmitt,0.7777777777777778
Q23559,Mussolini,Benito Mussolini,0.72
Q285543,Mussolini,Alessandra Mussolini,0.6206896551724138
Q446421,Mussolini,Romano Mussolini,0.72
Q640292,Mussolini,Vittorio Mussolini,0.6666666666666666
Q2665964,Mussolini,Bruno Mussolini,0.75
Q549097,Mussolini,Arnaldo Mussolini,0.6923076923076923
Q311687,giorgio Agamben,Giorgio Agamben,0.9333333333333333
Q61078,giorgio Agamben,Walter Benjamin,0.3333333333333333
Q74235,giorgio Agamben,Giorgio Manganelli,0.6060606060606061
Q3208886,giorgio Agamben,Ginevra Bompiani,0.3225806451612903
Q3637263,Lorenzin,Beatrice Lorenzin,0.64
Q199588,Lorenzin,Carlo Collodi,0.19047619047619047
Q1050480,Lorenzin,Lorenzino de' Medici,0.5714285714285714
Q3885956,Lorenzin,Orlando Lorenzini,0.64
Q52340839,Stefano Puzzer... Le,Pino Cabras,0.25806451612903225
Q3763333,Stefano Puzzer... Le,Gianluigi Paragone,0.2631578947368421
Q69593552,Stefano Paternò,Stefania Paterna,0.8387096774193549
Q3960786,Stefano Paternò,Silvia Paternò di Spedalotto,0.46511627906976744
Q3956186,Mattarella,Sergio Mattarella,0.7407407407407407
Q2063147,Mattarella,Piersanti Mattarella,0.6666666666666666
Q34252497,Mattarella,Laura Mattarella,0.7692307692307693
Q3638792,Mattarella,Bernardo Mattarella,0.6896551724137931
Q53844829,Conte,Giuseppe Conte,0.5263157894736842
Q26580,Conte,Antonio Conte,0.5555555555555556
Q179516,Conte,Paolo Conte,0.625
Q130586,Iv,Giorgio IV del Regno Unito,0.07142857142857142
Q60094,Iv,Enrico IV di Franconia,0.08333333333333333
Q130969,Iv,Filippo IV di Francia,0.08695652173913043
Q81794,Iv,Akhenaton,0.0
Q155669,Iv,Carlo IV di Lussemburgo,0.08
Q160341,Iv,Edoardo IV d'Inghilterra,0.07692307692307693
Q19667322,Andrea Crisanti,Andrea Crisanti (medico),0.7692307692307693
Q493717,Andrea Crisanti,Andrea Crisanti (scenografo),0.6976744186046512
Q12467437,Carlo Calenda,Carlo Calenda,1.0
Q65127229,Carlo Calenda,Fabio Calenda,0.7692307692307693
Q16536907,Carlo Calenda,Carlo Cottarelli,0.6206896551724138
Q13581225,Carlo Calenda,Luigi Di Maio,0.15384615384615385
Q235349,Jill Biden,Jill Biden,1.0
Q6279,Jill Biden,Joe Biden,0.7368421052631579
Q97588420,Jill Biden,Ashley Biden,0.6363636363636364
Q813332,Jill Biden,Beau Biden,0.6
Q5944264,Jill Biden,Hunter Biden,0.5454545454545454
Q19285477,Jill Biden,Neilia Hunter Biden,0.5517241379310345
Q34417,Filippo,Filippo II di Spagna,0.5185185185185185
Q332632,Filippo,Eduardo De Filippo,0.56
Q80976,Filippo,Filippo di Edimburgo,0.5185185185185185
Q130969,Filippo,Filippo IV di Francia,0.5
Q170467,Filippo,Filippo V di Spagna,0.5384615384615384
Q691402,Filippo,Filippo IV di Spagna,0.5185185185185185
Q217791,Filippo,Filippo Neri,0.7368421052631579
Q157098,Filippo,Filippo I d'Asburgo,0.5384615384615384
Q296555,Filippo,Filippo I di Borbone-Orléans,0.4
Q205314,sentinel 5p,Janet Leigh,0.2727272727272727
Q294460,Astrazeneca,Mario Draghi,0.17391304347826086
Q3616034,Astrazeneca,Andrea Scanzi,0.4166666666666667
Q8220404,Astrazeneca,Roberto Speranza,0.37037037037037035
Q16943650,avver,Denise Tantucci,0.1
Q70248801,avver,Giulia De Lellis,0.19047619047619047
Q3734006,avver,Ettore Setten,0.1111111111111111
Q35760470,avver,Gaetano Castrovilli,0.16666666666666666
Q102331,avver,Sócrates,0.3076923076923077
Q58217,Lavrov,Sergej Viktorovič Lavrov,0.4
Q337628,Lavrov,Pëtr Lavrovič Lavrov,0.46153846153846156
Q4252199,Lavrov,German Lavrov,0.631578947368421
Q664373,Lavrov,Kirill Jur'evič Lavrov,0.42857142857142855
Q312901,Lavrov,Josep Borrell,0.10526315789473684
Q3845586,Gianluca Marletta,Marcello Foa,0.3448275862068966
Q3848986,Gianluca Marletta,Mario Polia,0.35714285714285715
Q16146870,Gianluca Marletta,Steve Bannon,0.13793103448275862
Q4962244,Kavanaugh,Brett Kavanaugh,0.75
Q56641729,Kavanaugh,Christine Blasey Ford,0.06666666666666667
Q16533681,Kavanaugh,Brian Kavanaugh-Jones,0.6
Q244674,Kavanaugh,Benedict Cumberbatch,0.13793103448275862
Q740928,Kavanaugh,Walter Tevis,0.19047619047619047
Q4886439,Breitbart News,Ben Shapiro,0.16
Q16146870,Breitbart News,Steve Bannon,0.15384615384615385
Q6860370,Breitbart News,Milo Yiannopoulos,0.1935483870967742
Q451791,"Fdi

",Giorgia Meloni,0.10526315789473684
Q52419251,"Fdi

",Augusta Montaruli,0.09090909090909091
Q3992765,"Fdi

",Tommaso Foti,0.23529411764705882
Q56433809,"Fdi

",Francesco Lollobrigida,0.14814814814814814
Q3902991,Davigo,Piercamillo Davigo,0.5
Q21425051,Davigo,Ottorino Davighi,0.45454545454545453
Q3761609,Davigo,Gherardo Colombo,0.18181818181818182
Q47547,Davigo,Antonio Di Pietro,0.2608695652173913
Q5284,Bill Gates,Bill Gates,1.0
Q463877,Bill Gates,Melinda Gates,0.6086956521739131
Q19837,Bill Gates,Steve Jobs,0.3
Q2595856,Zan,Alessandro Zan,0.35294117647058826
Q3605716,Zan,Adriano De Zan,0.35294117647058826
Q16745394,Zan,Žan Majer,0.3333333333333333
Q30005073,Zan,Žan Celar,0.3333333333333333
Q12807464,Zan,Žan Kranjec,0.2857142857142857
Q3703534,Zan,Davide De Zan,0.375
Q17181086,Zan,Žan Žužek,0.3333333333333333
Q134183,"Johnson

",Magic Johnson,0.6363636363636364
Q45923,"Johnson

",Aaron Taylor-Johnson,0.4827586206896552
Q2315802,"Johnson

",Dakota Johnson,0.6086956521739131
Q10738,"Johnson

",Dwayne Johnson,0.6086956521739131
Q267359,"Johnson

",Ashley Johnson,0.6086956521739131
Q9640,"Johnson

",Lyndon B. Johnson,0.5384615384615384
Q192133,"Johnson

",Robert Johnson,0.6086956521739131
Q180589,"Johnson

",Boris Johnson,0.6363636363636364
Q319547,Veltroni,Walter Veltroni,0.6956521739130435
Q4015575,Veltroni,Vittorio Veltroni,0.64
Q388442,Veltroni,Dario Franceschini,0.23076923076923078
Q3106984,Veltroni,Giovanni Alberto Agnelli,0.1875
Q41370,David,Davide,0.9090909090909091
Q16546383,David,David Per,0.7142857142857143
Q378003,David,David Ho,0.7692307692307693
Q3703286,David,David Parenzo,0.5555555555555556
Q83155,David,Jacques-Louis David,0.4166666666666667
Q161819,Andrews,Julie Andrews,0.7
Q208374,Andrews,Naveen Andrews,0.6666666666666666
Q26838708,Andrews,Andrew Andrews,0.6666666666666666
Q275937,Andrews,Thomas Andrews (ingegnere),0.42424242424242425
Q6279,Joe,Joe Biden,0.5
Q3808635,Joe,Joe Bastianich,0.35294117647058826
Q851589,Joe,Joe Bugner,0.46153846153846156
Q665768,Joe,Joe R. Lansdale,0.3333333333333333
Q273206,Joe,Joe Louis,0.5
Q318508,Lopez Obrador,Andrés Manuel López Obrador,0.6
Q20055561,Lopez Obrador,Rishi Sunak,0.16666666666666666
Q6279,Lopez Obrador,Joe Biden,0.36363636363636365
Q189145,Lopez Obrador,Antonio López de Santa Anna,0.3
Q957648,Giovanni Frajese:,Giovanni Maria Bononcini,0.5365853658536586
Q5563782,Giovanni Frajese:,Giovanni Bolzoni (compositore),0.46808510638297873
Q307,Giovanni Frajese:,Galileo Galilei,0.375
Q315241,Giovanni Frajese:,Giovanni Bononcini,0.5142857142857142
Q531599,Harvey Weinstein,Harvey Weinstein,1.0
Q125017,Harvey Weinstein,Uma Thurman,0.2222222222222222
Q888311,Harvey Weinstein,Bob Weinstein,0.6896551724137931
Q3848255,Harvey Weinstein,Mario Adinolfi,0.4
Q3893711,"Paolo Andrea

",Paolo Andrea Colombo,0.7058823529411765
Q9200,"Paolo Andrea

",Paolo di Tarso,0.5714285714285714
Q3894159,"Paolo Andrea

",Paolo Kessisoglu,0.4666666666666667
Q3615541,"Paolo Andrea

",Andrea Bosca,0.46153846153846156
Q19819462,"Paolo Andrea

",Paolo Emilio André,0.625
Q19403344,"Paolo Andrea

",Andrea Delogu,0.4444444444444444
Q156521,"Paolo Andrea

",Andrea Doria,0.46153846153846156
Q1079940,Elio Vito,Elio Vito,1.0
Q4015066,Elio Vito,Vito Elio Petrucci,0.4444444444444444
Q459645,Elio Vito,Renata Polverini,0.24
Q3827834,Elio Vito,Laura Ravetto,0.2727272727272727
Q466489,Elio Vito,Stefania Prestigiacomo,0.1935483870967742
Q388442,Dario Franceschini,Dario Franceschini,1.0
Q16975892,Dario Franceschini,Elly Schlein,0.3333333333333333
Q922385,Dario Franceschini,Alberto Franceschini,0.7894736842105263
Q674957,Dario Franceschini,Enrico Letta,0.3333333333333333
Q3765462,Dario Franceschini,Giorgio Franceschini,0.8421052631578947
Q3704388,Dario Franceschini,Debora Serracchiani,0.5405405405405406
Q154756,Italo Calvino,Italo Calvino,1.0
Q3735128,Italo Calvino,Eva Mameli Calvino,0.6451612903225806
Q17141891,Italo Calvino,Mario Calvino,0.7692307692307693
Q17141899,Italo Calvino,Floriano Calvino,0.6896551724137931
Q334684,Signori,Giuseppe Signori,0.6086956521739131
Q1922011,Merrick Garland,Merrick Garland,1.0
Q16730147,Merrick Garland,Jake Sullivan,0.2857142857142857
Q6279,Merrick Garland,Joe Biden,0.25
Q7821917,Merrick Garland,Antony Blinken,0.13793103448275862
Q263725,Merrick Garland,Janet Yellen,0.14814814814814814
Q941013,Merrick Garland,Lloyd Austin,0.14814814814814814
Q12467437,"Calenda

",Carlo Calenda,0.6363636363636364
Q601123,"Calenda

",Antonio Calenda,0.5833333333333334
Q65127229,"Calenda

",Fabio Calenda,0.6363636363636364
Q25144,Kevin Spacey,Kevin Spacey,1.0
Q19667322,Crisanti,Andrea Crisanti (medico),0.5
Q1268149,Crisanti,Gabriele Crisanti,0.64
Q493717,Crisanti,Andrea Crisanti (scenografo),0.4444444444444444
Q3265161,Crisanti,Lucia Crisanti,0.7272727272727273
Q101109125,cmq,Cmqmartina,0.3076923076923077
Q3357487,cmq,Osvaldo Farrés,0.0
Q188969,B.,B.B. King,0.36363636363636365
Q3874799,Zelensky,Volodymyr Zelens'kyj,0.5714285714285714
Q15976266,Zelensky,Dario Nardella,0.18181818181818182
Q3838043,Zelensky,Luca Bizzarri,0.0
Q19667582,"👀 
",Bobby Portis,0.13333333333333333
Q555110,"👀 
",Jarrett Jack,0.13333333333333333
Q40504,Jim Carrey,Jim Carrey,1.0
Q1276563,William Burns,William Joseph Burns,0.7878787878787878
Q1768478,William Burns,William Burns,1.0
Q81960,William Burns,Robert Burns,0.48
Q727226,William Burns,William Haydon Burns,0.7878787878787878
Q692,William Burns,William Shakespeare,0.5625
Q3874799,Reuters Ihor,Volodymyr Zelens'kyj,0.1875
Q43330,Reuters Ihor,Mikheil Saak'ashvili,0.1875
Q1124,Bill Clinton,Bill Clinton,1.0
Q6294,Bill Clinton,Hillary Clinton,0.8148148148148148
Q229671,Bill Clinton,Chelsea Clinton,0.6666666666666666
Q212659,Bill Clinton,Monica Lewinsky,0.2962962962962963
Q23505,Bill Clinton,George H. W. Bush,0.06896551724137931
Q91126519,Tarro,Giulio Tarro,0.5882352941176471
Q236853,Tarro,Ludovico il Moro,0.19047619047619047
Q813280,Tarro,Beatrice d'Este,0.2
Q1247041,Michele Santoro,Michele Santoro,1.0
Q3955848,Michele Santoro,Serena Dandini,0.3448275862068966
Q615016,Michele Santoro,Marco Travaglio,0.2
Q107349564,Michele Santoro,Francesca Fagnani,0.125
Q3838924,Michele Santoro,Lucio Presta,0.2222222222222222
Q22686,Donald,Donald Trump,0.6666666666666666
Q103784,Donald,Donald Sutherland,0.5217391304347826
Q1239933,Donald,Donald Glover,0.631578947368421
Q314914,Donald,Donald Pleasence,0.5454545454545454
Q184650,Donald,Donald Rumsfeld,0.5714285714285714
Q1240079,Donald,Donald McDonald Dickinson,0.3870967741935484
Q946,Donald,Donald Tusk,0.7058823529411765
Q24284331,Donald,Donald Whitney,0.6
Q61780902,AGOSTO 2022,Khvicha Kvaratskhelia,0.0625
Q1406528,Malanga,Gerard Malanga,0.6666666666666666
Q26405823,Malanga,Malang Sarr,0.7777777777777778
Q71582088,Malanga,Ben Malango,0.6666666666666666
Q53002,Malanga,François Truffaut,0.25
Q232340,Malanga,Edie Sedgwick,0.1
Q6187646,Malanga,Jessie Burton,0.1
Q1227732,Malanga,Gino Strada,0.2222222222222222
Q3610141,Meluzzi,Alessandro Meluzzi,0.56
Q3470398,Meluzzi,Salvatore Meluzzi,0.5833333333333334
Q3707183,Meluzzi,Diego Fusaro,0.21052631578947367
Q129603,Antony Fauci,Cesario di Terracina,0.3125
Q575610,Antony Fauci,Martin Gilbert,0.15384615384615385
Q234463,Antony Fauci,Sydney Brenner,0.23076923076923078
Q4895062,Michael Yeadon,Albert Flatley,0.14285714285714285
Q4296759,Michael Yeadon,Tommy Eyre,0.08333333333333333
Q1095307,Michael Yeadon,Clare Hoffman,0.37037037037037035
Q2907329,Michael Yeadon,Francis Hyland,0.21428571428571427
Q335013,Michael Yeadon,David Beatty,0.3076923076923077
Q313246,Schifoso,David Foster Wallace,0.21428571428571427
Q957648,Giovanni Frajese,Giovanni Maria Bononcini,0.55
Q5563782,Giovanni Frajese,Giovanni Bolzoni (compositore),0.4782608695652174
Q307,Giovanni Frajese,Galileo Galilei,0.3870967741935484
Q315241,Giovanni Frajese,Giovanni Bononcini,0.5294117647058824
Q93188,Flynn,Errol Flynn,0.625
Q486103,Flynn,Lara Flynn Boyle,0.47619047619047616
Q434763,Flynn,Neil Flynn,0.6666666666666666
Q1687736,Flynn,Jerome Flynn,0.5882352941176471
Q3893931,Flynn,Johnny Flynn,0.5882352941176471
Q29168300,Flynn,Brandon Flynn,0.5555555555555556
Q37992859,Flynn,Rome Flynn,0.6666666666666666
Q311755,Flynn,Gillian Flynn,0.5555555555555556
Q13581225,Maio,Luigi Di Maio,0.47058823529411764
Q1776713,Maio,Sebastien De Maio,0.38095238095238093
Q3886406,Maio,Oscar Di Maio (1959),0.3333333333333333
Q86360347,Maio,Salvatore Di Maio,0.38095238095238093
Q20056543,Maio,Olimpia Di Maio,0.42105263157894735
Q447747,– Guida,Gloria Guida,0.631578947368421
Q3846190,– Guida,Marco Guida,0.6666666666666666
Q701801,Wang Yi,Wang Yi,1.0
Q7747,Vladimir Putin,Vladimir Putin,1.0
Q233282,Vladimir Putin,Ljudmila Putina,0.5517241379310345
Q23530,Vladimir Putin,Dmitrij Medvedev,0.26666666666666666
Q3874799,Vladimir Putin,Volodymyr Zelens'kyj,0.4117647058823529
Q20850503,Vladimir Putin,Evgenij Prigožin,0.3333333333333333
Q1055449,Vladimir Putin,Matteo Salvini,0.21428571428571427
Q3106984,Franco Giovannini,Giovanni Alberto Agnelli,0.4878048780487805
Q378639,Franco Giovannini,Giovannino Guareschi,0.5405405405405406
Q1072865,Franco Giovannini,Pietro Garinei,0.5161290322580645
Q3725799,Franco Giovannini,Enrico Giovannini,0.8235294117647058
Q1725191,Franco Giovannini,Pippo Franco,0.41379310344827586
Q3847296,Franco Giovannini,Maria Giovannini,0.7878787878787878
Q1053918,Franco Giovannini,Paolo Panelli,0.2
Q3608339,Franco Giovannini,Alberto Giovannini (giornalista),0.5306122448979592
Q473177,Marco Cosentino,Nicola Cosentino,0.7741935483870968
Q3862964,Marco Cosentino,Morgan (cantante),0.375
Q3956073,Marco Cosentino,Sergio Cosentino,0.7741935483870968
Q564878,Bella,Gianni Bella,0.5882352941176471
Q24891605,Bella,Bella Ramsey,0.5882352941176471
Q446767,Bella,Marcella Bella,0.5263157894736842
Q21286612,Bella,Bella Hadid,0.625
Q450675,Papa Francesco,Papa Francesco,1.0
Q2494,Papa Francesco,Papa Benedetto XVI,0.5
Q37278,Papa Francesco,Papa Giovanni Paolo I,0.45714285714285713
Q23873,Papa Francesco,Papa Giovanni XXIII,0.42424242424242425
Q676555,Papa Francesco,Francesco d'Assisi,0.5625
Q16975,Papa Francesco,Papa Paolo VI,0.5185185185185185
Q10287,Manuel Valls,Manuel Valls,1.0
Q3052772,Manuel Valls,Emmanuel Macron,0.5185185185185185
Q7711,Manuel Valls,Jean-Marc Ayrault,0.27586206896551724
Q20020731,Manuel Valls,Élisabeth Borne,0.2222222222222222
Q317521,Twitter,Elon Musk,0.0
Q335552,Twitter,Jack Dorsey,0.1111111111111111
Q6860370,Twitter,Milo Yiannopoulos,0.08333333333333333
Q86360415,Twitter,Francesca Manzini,0.08333333333333333
Q3884937,Strano,Orazio Strano,0.631578947368421
Q6178555,Sjogren,Jens Sjögren,0.631578947368421
Q949531,Sjogren,Henrik Sjögren,0.5714285714285714
Q28092176,Sjogren,Martin Sjögren,0.5714285714285714
Q1449571,"<3

Giuseppe Masala",Francesco Masala,0.45714285714285713
Q192031,"<3

Giuseppe Masala",K'akhaber K'aladze,0.2702702702702703
Q213828,"<3

Giuseppe Masala",Alessandro Costacurta,0.2
Q1333802,"<3

Giuseppe Masala",Giuseppe Brotzu,0.5294117647058824
Q42101,"<3

Giuseppe Masala",Denzel Washington,0.2777777777777778
Q170452,"<3

Giuseppe Masala",Adriano Leite Ribeiro,0.2
Q3725498,"<3

Giuseppe Masala",Ennio Porrino,0.125
Q3905254,Corrias,Pino Corrias,0.7368421052631579
Q3720248,Corrias,Efisio Corrias,0.6666666666666666
Q65953987,Corrias,Giuseppe Corrias,0.6086956521739131
Q20895484,Corrias,Salvatore Corrias,0.5833333333333334
Q3851289,Corrias,Massimo Gramellini,0.16
Q3611378,Corrias,Alfredo Corrias,0.6363636363636364
Q93286709,Corrias,Peppino Corrias,0.6363636363636364
Q3851495,Luca Teodori,Massimo Teodori,0.6666666666666666
Q16613047,Luca Teodori,Teodoro Pellegrino,0.4666666666666667
Q87620,Luca Teodori,Luca Pacioli,0.5833333333333334
Q3615541,Luca Teodori,Andrea Bosca,0.16666666666666666
Q57792,Rutte,Mark Rutte,0.6666666666666666
Q60772,Rutte,Ursula von der Leyen,0.16
Q1055449,Salvini,Matteo Salvini,0.6666666666666666
Q719180,Salvini,Tommaso Salvini,0.6363636363636364
Q15258347,Salvini,Lino Salvini,0.7368421052631579
Q3765734,Salvini,Giorgio Salvini,0.6363636363636364
Q3779458,Salvini,Guido Salvini (giudice),0.4666666666666667
Q103598,sieri covid,Luc Montagnier,0.24
Q303293,sieri covid,Aarón Padilla Gutiérrez,0.11764705882352941
Q45362,Gregg Phillips,Bijou Phillips,0.6428571428571429
Q1381281,Gregg Phillips,Gregg Bissonette,0.5333333333333333
Q349357,Gregg Phillips,Woody Herman,0.07692307692307693
Q11571,Gregg Phillips,Cristiano Ronaldo,0.1935483870967742
Q219519,Gregg Phillips,Phillip Phillips,0.6
Q317521,Elon Musk,Elon Musk,1.0
Q7259,Ada Lovelace,Ada Lovelace,1.0
Q5679,Ada Lovelace,George Gordon Byron,0.1935483870967742
Q272161,Ada Lovelace,Anne Isabella Milbanke,0.23529411764705882
Q3749638,Boccia,Francesco Boccia,0.5454545454545454
Q79243498,Boccia,Lorella Boccia,0.6
Q23857336,Boccia,Vincenzo Boccia,0.5714285714285714
Q2392624,Boccia,Tanio Boccia,0.6666666666666666
Q3847374,Boccia,Maria Luisa Boccia,0.5
Q12927,Le Pen,Marine Le Pen,0.631578947368421
Q7177,Le Pen,Jean-Marie Le Pen,0.5217391304347826
Q292458,Le Pen,Marion Maréchal,0.09523809523809523
Q2607857,Le Pen,Ulrich Le Pen,0.631578947368421
Q8220404,Roberto Speranza,Roberto Speranza,1.0
Q1798074,Roberto Speranza,Edoardo Agnelli (imprenditore 1892),0.23529411764705882
Q3938844,Roberto Speranza,Roberto Giachetti,0.5454545454545454
Q16525403,Roberto Speranza,Alfredo D'Attorre,0.24242424242424243
Q47556,Roberto Speranza,Pier Luigi Bersani,0.4117647058823529
Q53844829,Conte II,Giuseppe Conte,0.45454545454545453
Q388442,Conte II,Dario Franceschini,0.23076923076923078
Q553289,Conte II,Umberto II di Savoia (conte),0.2222222222222222
Q13581225,Conte II,Luigi Di Maio,0.09523809523809523
Q45359418,Conte II,Gaetano Manfredi,0.25
Q168691,Conte II,Vittorio Emanuele II di Savoia,0.3157894736842105
Q67126683,Conte II,Elena Bonetti,0.2857142857142857
Q317521,Tesla,Elon Musk,0.14285714285714285
Q559565,Nunzia Alessandra Schiliro,Vitaliano Brancati,0.3181818181818182
Q22686,Donald Trump,Donald Trump,1.0
Q3713655,Donald Trump,Donald Trump Jr.,0.8571428571428571
Q242351,Donald Trump,Ivana Trump,0.6956521739130435
Q239411,Donald Trump,Ivanka Trump,0.6666666666666666
Q3752663,Donald Trump,Fred Trump,0.6363636363636364
Q551692,Sergey Korsakov,Sergej Sergeevič Korsakov,0.7
Q85861593,Sergey Korsakov,Sergej Korsakov,0.9333333333333333
Q131861,Sergey Korsakov,Sergej Vasil'evič Rachmaninov,0.45454545454545453
Q1287223,Sergey Korsakov,Sergej Larin,0.5185185185185185
Q49481,Sergey Korsakov,Sergej Sergeevič Prokof'ev,0.4878048780487805
Q4154838,Sergey Korsakov,Haykanowš Danielyan,0.17647058823529413
Q335006,Sergey Korsakov,Sergej Ivanovič Taneev,0.4864864864864865
Q127318,Giorgio,Giorgio III del Regno Unito,0.4117647058823529
Q48438,Giorgio,San Giorgio,0.7777777777777778
Q269412,Giorgio,Giorgio V del Regno Unito,0.4375
Q1236400,Giorgio,Giorgio Almirante,0.5833333333333334
Q130805,Giorgio,Giorgio I di Gran Bretagna,0.42424242424242425
Q131981,Giorgio,Giorgio II di Gran Bretagna,0.4117647058823529
Q5563482,Giorgio,Giorgio Locatelli,0.5833333333333334
Q1010602,Giorgio,Giorgio Gaber,0.7
Q3898186,"🌺🌺🌺

",Paula Morales,0.0
Q938124,questI,Giulio Questi,0.42105263157894735
Q53844829,"Giuseppe Conte

",Giuseppe Conte,0.9333333333333333
Q3770348,"Giuseppe Conte

",Giuseppe Conte (scrittore),0.6666666666666666
Q13581225,"Giuseppe Conte

",Luigi Di Maio,0.20689655172413793
Q51056,"Giuseppe Conte

",Francesco Giuseppe I d'Austria,0.43478260869565216
Q45359418,"Giuseppe Conte

",Gaetano Manfredi,0.125
Q3956186,"Giuseppe Conte

",Sergio Mattarella,0.12121212121212122
Q207,George W. Bush,George W. Bush,1.0
Q23505,George W. Bush,George H. W. Bush,0.9032258064516129
Q190628,George W. Bush,Barbara Bush,0.46153846153846156
Q152019,George W. Bush,Laura Bush,0.5
Q221997,George W. Bush,Jeb Bush,0.5454545454545454
Q150851,George W. Bush,Colin Powell,0.07692307692307693
Q192818,Craxi,Bettino Craxi,0.5555555555555556
Q2246709,Craxi,Bobo Craxi,0.6666666666666666
Q390378,Craxi,Stefania Craxi,0.5263157894736842
Q961925,Paolo Maddalena,Paolo Maddalena,1.0
Q63070,Paolo Maddalena,Maria Maddalena,0.7333333333333333
Q3847408,Paolo Maddalena,Maria Maddalena Morelli,0.5789473684210527
Q3842280,Paolo Maddalena,Maddalena Corvaglia,0.5294117647058824
Q3842287,Paolo Maddalena,Maddalena Maggi,0.6
Q288887,Paolo Maddalena,Maddalena di Canossa,0.5142857142857142
Q3893547,De Micheli,Paola De Micheli,0.7692307692307693
Q3848507,De Micheli,Mario De Micheli,0.7692307692307693
Q3847709,De Micheli,Marianna De Micheli,0.6896551724137931
Q23818775,De Micheli,Alighiero De Micheli,0.6666666666666666
Q39978,De Micheli,Nostradamus,0.0
Q3870692,De Micheli,Nataniela De Micheli,0.6666666666666666
Q1528075,De Micheli,Giulio De Micheli,0.7407407407407407
Q3847474,De Micheli,Maria Pierina De Micheli,0.5882352941176471
Q4685607,De Micheli,Adriano De Micheli,0.7142857142857143
Q3950261,Domenico Mastrangelo,Sara Di Vaira,0.18181818181818182
Q3742180,Domenico Mastrangelo,Felice Mastrangelo,0.7894736842105263
Q3028382,Domenico Mastrangelo,Dino Abbrescia,0.29411764705882354
Q4015228,Domenico Mastrangelo,Vittoria Piancastelli,0.3902439024390244
Q3955845,Domenico Mastrangelo,Serena Bonanno,0.35294117647058826
Q3827737,"Boldrini

",Laura Boldrini,0.6666666666666666
Q699861,"Boldrini

",Arrigo Boldrini,0.64
Q775348,"Boldrini

",Michele Boldrin,0.56
Q23818672,"Boldrini

",Gustavo Boldrini,0.6153846153846154
Q6756401,"Boldrini

",Marcello Boldrini,0.5925925925925926
Q19361763,"Boldrini

",Paola Boldrini,0.6666666666666666
Q3852528,"Boldrini

",Maurizio Boldrini,0.5925925925925926
Q1447738,"Boldrini

",Giulio Boldrini,0.64
Q180861,Roger,Roger Waters,0.5882352941176471
Q1424071,Roger,Roger Schmidt,0.5555555555555556
Q134333,Roger,Roger Moore,0.625
Q983981,Roger,Roger Ailes,0.625
Q55363875,Roger,Roger Ibañez,0.5882352941176471
Q1426,Roger,Roger Federer,0.5555555555555556
Q193803,Roger,Roger Penrose,0.5555555555555556
Q318292,Roger,Roger Corman,0.5882352941176471
Q12978,Guy Verhofstadt,Guy Verhofstadt,1.0
Q948169,Guy Verhofstadt,Roberto Gualtieri,0.25
Q476596,Guy Verhofstadt,Alexander De Croo,0.1875
Q61450515,Luigi Marattin,Luigi Marattin,1.0
Q507595,Luigi Marattin,Nichi Vendola,0.2962962962962963
Q1246992,Oliviero,Gabriel Garko,0.38095238095238093
Q380347,Oliviero,Oliviero Toscani,0.6666666666666666
Q739002,Oliviero,Oliviero Diliberto,0.6153846153846154
Q3881865,Oliviero,Oliviero Dinelli,0.6666666666666666
Q3881861,Oliviero,Oliviero Beha,0.7619047619047619
Q1911,Oliviero,Olivier Giroud,0.7272727272727273
Q3881863,Oliviero,Oliviero Corbetta,0.64
Q24262382,Oliviero,Oliviero Troia,0.7272727272727273
Q3881871,Oliviero,Oliviero Garlini,0.6666666666666666
Q2714935,"_""Boosters",Rodney White,0.2727272727272727
Q2128737,"_""Boosters",Rajko Toroman,0.2608695652173913
Q264979,Justino,Cristiane Justino,0.5833333333333334
Q11686958,Justino,Justino de Neve,0.6363636363636364
Q34086,Justino,Justin Bieber,0.6
Q2563823,Justino,João Justino Amaral dos Santos,0.3783783783783784
Q3190550,Justino,Justino Díaz,0.7368421052631579
Q3190551,Justino,Justino Victoriano,0.56
Q15634226,Justino,Justin Gaethje,0.5714285714285714
Q1124,Clinton,Bill Clinton,0.7368421052631579
Q6294,Clinton,Hillary Clinton,0.6363636363636364
Q43203,Clinton,Clint Eastwood,0.5714285714285714
Q229671,Clinton,Chelsea Clinton,0.6363636363636364
Q336272,Clinton,George Clinton (cantante),0.4375
Q201646,Clinton,George Clinton (politico),0.4375
Q19673,Clinton,Al Gore,0.2857142857142857
Q6078,Dr,Dr. Dre,0.4444444444444444
Q298685,Dr,Dr. Seuss,0.36363636363636365
Q982535,Eugenio Scalfari,Eugenio Scalfari,1.0
Q123638,Eugenio Scalfari,Carlo De Benedetti,0.17647058823529413
Q3734312,Eugenio Scalfari,Eugenio Cefis,0.6896551724137931
Q192818,Eugenio Scalfari,Bettino Craxi,0.41379310344827586
Q154756,Eugenio Scalfari,Italo Calvino,0.3448275862068966
Q3290404,Eugenio Scalfari,Marella Agnelli,0.1935483870967742
Q553958,Eugenio Scalfari,Carlo Caracciolo,0.1875
Q337082,Brian Vickers,Thomas Kyd,0.17391304347826086
Q12908,George Soros,George Soros,1.0
Q50002,George Soros,Emma Bonino,0.17391304347826086
Q552215,George Soros,Jim Rogers,0.45454545454545453
Q983981,George Soros,Roger Ailes,0.43478260869565216
