n,name
http://www.wikidata.org/entity/Q1300642,Sébastien
http://www.wikidata.org/entity/Q1298998,Rhoikos
http://www.wikidata.org/entity/Q231342,Zvi
http://www.wikidata.org/entity/Q2162146,Rohan
http://www.wikidata.org/entity/Q2162518,Roj
http://www.wikidata.org/entity/Q1297998,Eginhard
http://www.wikidata.org/entity/Q2161045,Roderich
http://www.wikidata.org/entity/Q227367,Zsombor
http://www.wikidata.org/entity/Q381098,Benno
http://www.wikidata.org/entity/Q378160,Archip
http://www.wikidata.org/entity/Q1308439,Eino
http://www.wikidata.org/entity/Q2163118,Rolandas
http://www.wikidata.org/entity/Q2345254,Steponas
http://www.wikidata.org/entity/Q386299,Dorotheos
http://www.wikidata.org/entity/Q2159938,Marius
http://www.wikidata.org/entity/Q240255,Kåre
http://www.wikidata.org/entity/Q2335801,Finbar
http://www.wikidata.org/entity/Q2325000,Tarvo
http://www.wikidata.org/entity/Q1303342,Germain
http://www.wikidata.org/entity/Q1305584,Kamal
http://www.wikidata.org/entity/Q1304077,Eilhard
http://www.wikidata.org/entity/Q1312593,Vadim
http://www.wikidata.org/entity/Q1305819,Einar
http://www.wikidata.org/entity/Q1305796,Eina
http://www.wikidata.org/entity/Q2355650,Gijs
http://www.wikidata.org/entity/Q2163131,Rolando
http://www.wikidata.org/entity/Q1311598,Goffredo
http://www.wikidata.org/entity/Q2161431,Roelof
http://www.wikidata.org/entity/Q389013,Şevket
http://www.wikidata.org/entity/Q390603,Şiyar
http://www.wikidata.org/entity/Q2339763,Octaaf
http://www.wikidata.org/entity/Q2343050,Stepas
http://www.wikidata.org/entity/Q2349436,Stijn
http://www.wikidata.org/entity/Q381702,Horst
http://www.wikidata.org/entity/Q241658,Malachia
http://www.wikidata.org/entity/Q240790,Napoleone
http://www.wikidata.org/entity/Q386015,Hamish
http://www.wikidata.org/entity/Q256719,Rabih
http://www.wikidata.org/entity/Q2367525,Julio
http://www.wikidata.org/entity/Q2359706,Stylian
http://www.wikidata.org/entity/Q390678,Şükrü
http://www.wikidata.org/entity/Q391265,Šarūnas
http://www.wikidata.org/entity/Q387979,Şadi
http://www.wikidata.org/entity/Q394062,Žilvinas
http://www.wikidata.org/entity/Q394353,Žydrūnas
http://www.wikidata.org/entity/Q2357538,Teije
http://www.wikidata.org/entity/Q240702,Timon
http://www.wikidata.org/entity/Q2364286,Valente
http://www.wikidata.org/entity/Q1310965,Helfried
http://www.wikidata.org/entity/Q245304,Zygmunt
http://www.wikidata.org/entity/Q388849,Şenol
http://www.wikidata.org/entity/Q388968,Şerif
http://www.wikidata.org/entity/Q255470,Behrouz
http://www.wikidata.org/entity/Q252247,Árni
http://www.wikidata.org/entity/Q246629,Božidar
http://www.wikidata.org/entity/Q250661,Álmos
http://www.wikidata.org/entity/Q1313873,Laurynas
http://www.wikidata.org/entity/Q387792,Aladár
http://www.wikidata.org/entity/Q240931,Edwin
http://www.wikidata.org/entity/Q1310869,Guilherme
http://www.wikidata.org/entity/Q252934,Aegidius
http://www.wikidata.org/entity/Q252558,Ásmundur
http://www.wikidata.org/entity/Q2163153,Rolf
http://www.wikidata.org/entity/Q2369635,Sushil
http://www.wikidata.org/entity/Q259268,Brúnó
http://www.wikidata.org/entity/Q393037,Agesander
http://www.wikidata.org/entity/Q393389,Žarko
http://www.wikidata.org/entity/Q1315397,Sigurd
http://www.wikidata.org/entity/Q261113,Noel
http://www.wikidata.org/entity/Q2370551,Svante
http://www.wikidata.org/entity/Q262776,Nepomuk
http://www.wikidata.org/entity/Q256463,Pascal
http://www.wikidata.org/entity/Q253551,Seren
http://www.wikidata.org/entity/Q262439,Ólafur
http://www.wikidata.org/entity/Q1313092,Hakkı
http://www.wikidata.org/entity/Q2164999,Romas
http://www.wikidata.org/entity/Q3859417,Mitchell
http://www.wikidata.org/entity/Q2380063,Sözer
http://www.wikidata.org/entity/Q2372503,Zvonimir
http://www.wikidata.org/entity/Q1317082,Tarsycjusz
http://www.wikidata.org/entity/Q396447,Maxim
http://www.wikidata.org/entity/Q394380,Žygimantas
http://www.wikidata.org/entity/Q395238,Agon
http://www.wikidata.org/entity/Q1316828,Tarcal
http://www.wikidata.org/entity/Q393927,Žibartas
http://www.wikidata.org/entity/Q394055,Agis
http://www.wikidata.org/entity/Q400246,Ahilan
http://www.wikidata.org/entity/Q401836,Edmund
http://www.wikidata.org/entity/Q1316909,Tarján
http://www.wikidata.org/entity/Q3868802,Muḥa
http://www.wikidata.org/entity/Q3869789,Nabor
http://www.wikidata.org/entity/Q1315883,Tacito
http://www.wikidata.org/entity/Q406294,Ahmad
http://www.wikidata.org/entity/Q403277,Borut
http://www.wikidata.org/entity/Q403922,Aidas
http://www.wikidata.org/entity/Q266225,Haroun
http://www.wikidata.org/entity/Q3866466,Mouloud
http://www.wikidata.org/entity/Q3869947,Nahum
http://www.wikidata.org/entity/Q3870022,Naldo
http://www.wikidata.org/entity/Q2370957,Sven
http://www.wikidata.org/entity/Q415295,Akai
http://www.wikidata.org/entity/Q3862832,Morando
http://www.wikidata.org/entity/Q3862863,Mordecai
http://www.wikidata.org/entity/Q3860394,Monaldo
http://www.wikidata.org/entity/Q2379918,Sönke
http://www.wikidata.org/entity/Q1317141,Tasziló
http://www.wikidata.org/entity/Q410778,Aitor
http://www.wikidata.org/entity/Q405626,Aimo
http://www.wikidata.org/entity/Q3860021,Modoaldo
http://www.wikidata.org/entity/Q411091,Aivaras
http://www.wikidata.org/entity/Q411069,Aivar
http://www.wikidata.org/entity/Q1321129,Eitel Friedrich
http://www.wikidata.org/entity/Q1321443,Tyrs
http://www.wikidata.org/entity/Q1320300,Onar
http://www.wikidata.org/entity/Q3868674,Musonio
http://www.wikidata.org/entity/Q3868783,Muziano
http://www.wikidata.org/entity/Q412582,Ajoy
http://www.wikidata.org/entity/Q411110,Aivars
http://www.wikidata.org/entity/Q2372965,Marcelo
http://www.wikidata.org/entity/Q1317086,Tas
http://www.wikidata.org/entity/Q3880540,Oberto
http://www.wikidata.org/entity/Q3880741,Oceano
http://www.wikidata.org/entity/Q3880582,Obizzo
http://www.wikidata.org/entity/Q417602,Akgün
http://www.wikidata.org/entity/Q418008,Akif
http://www.wikidata.org/entity/Q2382764,Sōichirō
http://www.wikidata.org/entity/Q2380934,Eelco
http://www.wikidata.org/entity/Q3874602,Nemo
http://www.wikidata.org/entity/Q3874205,Neemia
http://www.wikidata.org/entity/Q3874039,Nazzareno
http://www.wikidata.org/entity/Q265867,Darius
http://www.wikidata.org/entity/Q424496,Mukesh
http://www.wikidata.org/entity/Q423632,Aktürk
http://www.wikidata.org/entity/Q3862934,Moreno
http://www.wikidata.org/entity/Q3874620,Nemorino
http://www.wikidata.org/entity/Q3874738,Nereo
http://www.wikidata.org/entity/Q265409,Libor
http://www.wikidata.org/entity/Q263116,Micha
http://www.wikidata.org/entity/Q3881452,Olaf
http://www.wikidata.org/entity/Q3879066,Novembrino
http://www.wikidata.org/entity/Q3879068,Novenio
http://www.wikidata.org/entity/Q416744,Willy
http://www.wikidata.org/entity/Q3875934,Niceta
http://www.wikidata.org/entity/Q3874758,Nerio
http://www.wikidata.org/entity/Q1326129,Thaddeus
http://www.wikidata.org/entity/Q267401,Facundo
http://www.wikidata.org/entity/Q3881076,Ogden
http://www.wikidata.org/entity/Q3881213,Oglerio
http://www.wikidata.org/entity/Q2387848,Tage
http://www.wikidata.org/entity/Q266749,Placid
http://www.wikidata.org/entity/Q271370,Ælfwald
http://www.wikidata.org/entity/Q3881901,Olmo
http://www.wikidata.org/entity/Q3881887,Ollegario
http://www.wikidata.org/entity/Q3881752,Olinta
http://www.wikidata.org/entity/Q1321805,Titán
