s,o,entity
Q6409751,label,Kimbal Musk
Q6787142,label,Mathias Pogba
Q6812826,label,Melissa Newman
Q6990034,label,Nell Newman
Q7416626,label,Sandra Grant Bennett
Q7823293,label,Tony Rock
Q15070044,label,Malia Obama
Q15291055,label,Carla Dall'Oglio
Q16559055,label,Giampaolo Letta
Q16619082,label,Ugo Veniero D'Annunzio
Q16988036,label,Minttu Virtanen
Q18235147,label,Luigi Berlusconi
Q20177093,label,Joseph Robinette Biden Sr.
Q20993894,label,Elizabeth Hanks
Q21075642,label,Marica Pellegrinelli
Q21198408,label,Mario José Bergoglio
Q22084744,label,Gustav Hitler
Q22114544,label,Aloisia Veit
Q22132157,label,Anna Maria Göschl
Q105215623,label,Jordan Rock
Q105216540,label,Zahra Savannah Rock
Q105283563,label,Andreina Draghi
Q1407,label,Tiberio
Q1407,label,Tiberio
Q26625,label,Marc Anthony
Q33923,label,Pietro
Q34408,label,Abd Allah ibn Abd al-Muttalib
Q42034,label,Khadija bint Khuwaylid
Q64799,label,Heinz Hitler
Q78469,label,Romy Schneider
Q124888,label,Jenni Dahlman
Q162621,label,Walter Huston
Q204473,label,Robert Darwin
Q215497,label,Kevin Federline
Q215637,label,Nadežda Konstantinovna Krupskaja
Q234695,label,Dionne Warwick
Q235349,label,Jill Biden
Q241143,label,Giulia minore
Q242351,label,Ivana Trump
Q263442,label,Rita Pavone
Q295530,label,Filippo III Arrideo
Q297913,label,Abu Talib
Q438288,label,Aleida Guevara
Q455199,label,Giuseppe Sarti
Q456922,label,Exene Cervenka
Q470041,label,Marija Aleksandrovna Blank
Q549097,label,Arnaldo Mussolini
Q586956,label,Jacques Lecoq
Q640292,label,Vittorio Mussolini
Q649593,label,Barack Obama
Q698102,label,William Patrick Stuart-Houston
Q712878,label,Mario Cecchi Gori
Q736223,label,Maryanne Trump Barry
Q744785,label,Cris Judd
Q773623,label,Benvenuto da Imola
Q1164707,label,Zaynab bint Muhammad
Q2138599,label,Ramla bint Abi Sufyan
Q2246904,label,Giovanni Berlinguer
Q2336896,label,Aleida March
Q2620118,label,Ninetta Bagarella
Q3074150,label,Florentin Pogba
Q3290931,label,Maria De Filippi
Q3697482,label,Cristierno Gonzaga
Q3697725,label,Cristèl Carrisi
Q3749358,label,Francesca Armosino
Q3809381,label,John Joyce
Q3838462,label,Lucia Joyce
Q3849940,label,Marta Flavi
Q3893543,label,Paola Comencini
Q3939958,label,Rodolfo Gonzaga
Q3962032,label,Siria Magri
Q4730963,label,Aisha
Q5041043,label,Carla Collins
Q7352349,label,Robin Darwin
Q7901264,label,Ursula Mommens
Q8004714,label,William Austin Dickinson
Q9074548,label,Sarah Darwin
Q15982189,label,Mark Okoth Obama Ndesandjo
Q15982326,label,George Obama
Q16913508,label,Anna Lewandowska
Q18942442,label,Antonino Mattarella
Q20983703,label,Hailey Baldwin
Q22090133,label,Johanna Pölzl
Q22117389,label,Josefa Veit
Q22131824,label,Gaia Trussardi
Q24007468,label,Maye Musk
Q27949402,label,Jason Allen Alexander
Q29274920,label,Eurilla del Bono
Q41476289,label,Antonio Pisu
Q42682869,label,Elizabeth Trump Grau
Q54371829,label,Lucía Dominguín
Q63526469,label,Mario D'Annunzio
Q93418989,label,X AE A-XII Musk
Q94827526,label,Giorgio Joyce
Q96475328,label,Mary L. Trump
Q105215736,label,Malaak Compton
3202,refersTo,odang_person_7164960
3786,refersTo,odang_person_1197987
1830,refersTo,odang_person_3657116
1830,refersTo,odang_person_1223288
92,refersTo,odang_person_3657116
99,refersTo,odang_person_3657116
113,refersTo,odang_person_3657116
1546,refersTo,odang_person_3657116
2176,refersTo,odang_person_3657116
4199,refersTo,odang_person_8369550
520,refersTo,odang_person_4778575
2281,refersTo,odang_person_2391427
4164,refersTo,odang_person_3584618
2380,refersTo,odang_person_3584618
4291,refersTo,odang_person_3584618
2380,refersTo,odang_person_3584619
4291,refersTo,odang_person_3584619
4713,refersTo,odang_person_3584618
4713,refersTo,odang_person_8384962
426,refersTo,odang_person_3584618
2963,refersTo,odang_person_3584618
2963,refersTo,odang_person_3584618
2963,refersTo,odang_person_3584618
3947,refersTo,odang_person_3584618
2016,refersTo,odang_person_5978177
2651,refersTo,odang_person_3585192
3724,refersTo,odang_person_5979803
2930,refersTo,odang_person_5305938
2930,refersTo,odang_person_1306862
520,refersTo,odang_person_5305938
625,refersTo,odang_person_5305938
1624,refersTo,odang_person_5305938
1793,refersTo,odang_person_5305938
1970,refersTo,odang_person_5305938
1970,refersTo,odang_person_5305938
2043,refersTo,odang_person_5305938
2083,refersTo,odang_person_5305938
2136,refersTo,odang_person_5305938
2140,refersTo,odang_person_5305938
2621,refersTo,odang_person_5305938
2659,refersTo,odang_person_5305938
2669,refersTo,odang_person_5305938
2696,refersTo,odang_person_5305938
2701,refersTo,odang_person_5305938
2726,refersTo,odang_person_5305938
2809,refersTo,odang_person_5305938
3062,refersTo,odang_person_5305938
3210,refersTo,odang_person_5305938
3511,refersTo,odang_person_5305938
4032,refersTo,odang_person_5305938
4032,refersTo,odang_person_5305938
4473,refersTo,odang_person_5305938
4654,refersTo,odang_person_5305938
4688,refersTo,odang_person_5305938
4785,refersTo,odang_person_5305938
4829,refersTo,odang_person_5305938
2654,refersTo,odang_person_5987635
3888,refersTo,odang_person_6006566
1394,refersTo,odang_person_5970915
1678,refersTo,odang_person_4851979
3352,refersTo,odang_person_5970875
2368,refersTo,odang_person_5970875
2368,refersTo,odang_person_7183519
2368,refersTo,odang_person_3720074
4374,refersTo,odang_person_5981016
2598,refersTo,odang_person_7176268
61,refersTo,odang_person_7176268
93,refersTo,odang_person_7176268
948,refersTo,odang_person_7176268
1721,refersTo,odang_person_7176268
1961,refersTo,odang_person_7176268
1970,refersTo,odang_person_7176268
2354,refersTo,odang_person_7176268
2375,refersTo,odang_person_7176268
2443,refersTo,odang_person_7176268
2621,refersTo,odang_person_7176268
2639,refersTo,odang_person_7176268
2643,refersTo,odang_person_7176268
2647,refersTo,odang_person_7176268
2659,refersTo,odang_person_7176268
2676,refersTo,odang_person_7176268
2732,refersTo,odang_person_7176268
2734,refersTo,odang_person_7176268
2779,refersTo,odang_person_7176268
2860,refersTo,odang_person_7176268
2863,refersTo,odang_person_7176268
2947,refersTo,odang_person_7176268
3578,refersTo,odang_person_7176268
3788,refersTo,odang_person_7176268
4032,refersTo,odang_person_7176268
4189,refersTo,odang_person_7176268
4223,refersTo,odang_person_7176268
4704,refersTo,odang_person_7176268
3459,refersTo,odang_person_1198301
1332,refersTo,odang_person_7165814
3242,refersTo,odang_person_1197564
3691,refersTo,odang_person_8361107
4534,refersTo,odang_person_8361107
4767,refersTo,odang_person_8361107
4774,refersTo,odang_person_8361107
4833,refersTo,odang_person_8361107
3527,refersTo,odang_person_8361107
3527,refersTo,odang_person_8369215
2834,refersTo,odang_person_8361107
2834,refersTo,odang_person_2402622
2834,refersTo,odang_person_5984384
711,refersTo,odang_person_8361107
711,refersTo,odang_person_7165129
1567,refersTo,odang_person_8361107
1567,refersTo,odang_person_4797704
3,refersTo,odang_person_7165053
956,refersTo,odang_person_3611552
956,refersTo,odang_person_6255016
4865,refersTo,odang_person_3611552
4725,refersTo,odang_person_7165093
4725,refersTo,odang_person_2391787
3259,refersTo,odang_person_7165093
940,refersTo,odang_person_7165093
940,refersTo,odang_person_2391787
940,refersTo,odang_person_3693486
1419,refersTo,odang_person_7165093
1182,refersTo,odang_person_7165093
1182,refersTo,odang_person_2391787
1098,refersTo,odang_person_7165093
97,refersTo,odang_person_7165093
97,refersTo,odang_person_4794261
97,refersTo,odang_person_3693486
114,refersTo,odang_person_7165093
163,refersTo,odang_person_7165093
299,refersTo,odang_person_7165093
404,refersTo,odang_person_7165093
462,refersTo,odang_person_7165093
477,refersTo,odang_person_7165093
543,refersTo,odang_person_7165093
543,refersTo,odang_person_7165093
627,refersTo,odang_person_7165093
752,refersTo,odang_person_7165093
1015,refersTo,odang_person_7165093
1048,refersTo,odang_person_7165093
1480,refersTo,odang_person_7165093
1691,refersTo,odang_person_7165093
1693,refersTo,odang_person_7165093
1797,refersTo,odang_person_7165093
1936,refersTo,odang_person_7165093
2503,refersTo,odang_person_7165093
2636,refersTo,odang_person_7165093
2687,refersTo,odang_person_7165093
2867,refersTo,odang_person_7165093
2898,refersTo,odang_person_7165093
2988,refersTo,odang_person_7165093
3322,refersTo,odang_person_7165093
3798,refersTo,odang_person_7165093
3836,refersTo,odang_person_7165093
4056,refersTo,odang_person_7165093
4191,refersTo,odang_person_7165093
4291,refersTo,odang_person_7165093
4301,refersTo,odang_person_7165093
4696,refersTo,odang_person_7165093
4785,refersTo,odang_person_7165093
4854,refersTo,odang_person_7165093
114,refersTo,odang_person_2391787
163,refersTo,odang_person_2391787
299,refersTo,odang_person_2391787
404,refersTo,odang_person_2391787
462,refersTo,odang_person_2391787
477,refersTo,odang_person_2391787
543,refersTo,odang_person_2391787
543,refersTo,odang_person_2391787
627,refersTo,odang_person_2391787
752,refersTo,odang_person_2391787
1015,refersTo,odang_person_2391787
1048,refersTo,odang_person_2391787
1480,refersTo,odang_person_2391787
1691,refersTo,odang_person_2391787
1693,refersTo,odang_person_2391787
1797,refersTo,odang_person_2391787
1936,refersTo,odang_person_2391787
2503,refersTo,odang_person_2391787
2636,refersTo,odang_person_2391787
2687,refersTo,odang_person_2391787
2867,refersTo,odang_person_2391787
2898,refersTo,odang_person_2391787
2988,refersTo,odang_person_2391787
3322,refersTo,odang_person_2391787
3798,refersTo,odang_person_2391787
3836,refersTo,odang_person_2391787
4056,refersTo,odang_person_2391787
4191,refersTo,odang_person_2391787
4291,refersTo,odang_person_2391787
4301,refersTo,odang_person_2391787
4696,refersTo,odang_person_2391787
4785,refersTo,odang_person_2391787
4854,refersTo,odang_person_2391787
4711,refersTo,odang_person_7165093
4998,refersTo,odang_person_7165093
4711,refersTo,odang_person_2391787
4998,refersTo,odang_person_2391787
2298,refersTo,odang_person_7165093
2298,refersTo,odang_person_4777951
995,refersTo,odang_person_7165093
1015,refersTo,odang_person_7165093
4326,refersTo,odang_person_7165093
995,refersTo,odang_person_2391787
1015,refersTo,odang_person_2391787
4326,refersTo,odang_person_2391787
995,refersTo,odang_person_7540525
1015,refersTo,odang_person_7540525
4326,refersTo,odang_person_7540525
3907,refersTo,odang_person_11269
4282,refersTo,odang_person_11269
3907,refersTo,odang_person_1570458
4282,refersTo,odang_person_1570458
3907,refersTo,odang_person_3944977
4282,refersTo,odang_person_3944977
780,refersTo,odang_person_462941
1176,refersTo,odang_person_462941
2757,refersTo,odang_person_4777868
3640,refersTo,odang_person_4777868
1781,refersTo,odang_person_3592187
4242,refersTo,odang_person_2392113
4255,refersTo,odang_person_2392113
2683,refersTo,odang_person_2402975
1814,refersTo,odang_person_2402975
2927,refersTo,odang_person_2402975
1811,refersTo,odang_person_2402975
3520,refersTo,odang_person_2402975
3153,refersTo,odang_person_3585484
75,refersTo,odang_person_3585484
441,refersTo,odang_person_3585484
1002,refersTo,odang_person_3585484
1354,refersTo,odang_person_3585484
2639,refersTo,odang_person_3585484
2649,refersTo,odang_person_3585484
2720,refersTo,odang_person_3585484
3190,refersTo,odang_person_3585484
3346,refersTo,odang_person_3585484
3631,refersTo,odang_person_3585484
3912,refersTo,odang_person_3585484
1297,refersTo,odang_person_2391823
1297,refersTo,odang_person_2392380
1048,refersTo,odang_person_84797
4694,refersTo,odang_person_84797
4040,refersTo,odang_person_4791719
1482,refersTo,odang_person_1197595
1139,refersTo,odang_person_8360890
4595,refersTo,odang_person_8360890
3832,refersTo,odang_person_8360890
498,refersTo,odang_person_7200101
810,refersTo,odang_person_7200101
3736,refersTo,odang_person_7200101
4020,refersTo,odang_person_7200101
311,refersTo,odang_person_7200101
311,refersTo,odang_person_3892253
3506,refersTo,odang_person_7200101
3506,refersTo,odang_person_8377433
3506,refersTo,odang_person_8447548
3978,refersTo,odang_person_7200101
3978,refersTo,odang_person_8377433
3978,refersTo,odang_person_8447548
4422,refersTo,odang_person_7200101
4422,refersTo,odang_person_8377433
4422,refersTo,odang_person_8447548
513,refersTo,odang_person_7200101
513,refersTo,odang_person_4778076
513,refersTo,odang_person_7189214
4366,refersTo,odang_person_7200101
4366,refersTo,odang_person_7189214
4366,refersTo,odang_person_8377433
810,refersTo,odang_person_7200101
1135,refersTo,odang_person_7200101
2732,refersTo,odang_person_7200101
2809,refersTo,odang_person_7200101
3197,refersTo,odang_person_7200101
4269,refersTo,odang_person_7200101
780,refersTo,odang_person_4786679
886,refersTo,odang_person_4786679
998,refersTo,odang_person_2494081
1098,refersTo,odang_person_2494081
2531,refersTo,odang_person_2494081
3365,refersTo,odang_person_2494081
998,refersTo,odang_person_2494084
1098,refersTo,odang_person_2494084
2531,refersTo,odang_person_2494084
3365,refersTo,odang_person_2494084
1812,refersTo,odang_person_2494081
1812,refersTo,odang_person_5986396
2999,refersTo,odang_person_2494081
3986,refersTo,odang_person_2494081
3308,refersTo,odang_person_2494081
3951,refersTo,odang_person_2494081
1369,refersTo,odang_person_2494081
1601,refersTo,odang_person_2494081
1967,refersTo,odang_person_2494081
2770,refersTo,odang_person_2494081
3000,refersTo,odang_person_2494081
3007,refersTo,odang_person_2494081
3034,refersTo,odang_person_2494081
3035,refersTo,odang_person_2494081
3038,refersTo,odang_person_2494081
3048,refersTo,odang_person_2494081
3094,refersTo,odang_person_2494081
3129,refersTo,odang_person_2494081
3333,refersTo,odang_person_2494081
3987,refersTo,odang_person_2494081
3988,refersTo,odang_person_2494081
4119,refersTo,odang_person_2494081
4844,refersTo,odang_person_2494081
4845,refersTo,odang_person_2494081
3016,refersTo,odang_person_2494081
2644,refersTo,odang_person_2494081
1483,refersTo,odang_person_2494081
1483,refersTo,odang_person_2494084
2999,refersTo,odang_person_2494081
2999,refersTo,odang_person_2494084
756,refersTo,odang_person_2494081
888,refersTo,odang_person_2494081
1020,refersTo,odang_person_2494081
1059,refersTo,odang_person_2494081
1111,refersTo,odang_person_2494081
1179,refersTo,odang_person_2494081
1290,refersTo,odang_person_2494081
1384,refersTo,odang_person_2494081
1389,refersTo,odang_person_2494081
1512,refersTo,odang_person_2494081
1536,refersTo,odang_person_2494081
1609,refersTo,odang_person_2494081
1767,refersTo,odang_person_2494081
1791,refersTo,odang_person_2494081
1867,refersTo,odang_person_2494081
1928,refersTo,odang_person_2494081
1932,refersTo,odang_person_2494081
2159,refersTo,odang_person_2494081
2227,refersTo,odang_person_2494081
2362,refersTo,odang_person_2494081
2409,refersTo,odang_person_2494081
2433,refersTo,odang_person_2494081
2452,refersTo,odang_person_2494081
2571,refersTo,odang_person_2494081
2656,refersTo,odang_person_2494081
2659,refersTo,odang_person_2494081
2885,refersTo,odang_person_2494081
2886,refersTo,odang_person_2494081
2894,refersTo,odang_person_2494081
2920,refersTo,odang_person_2494081
2932,refersTo,odang_person_2494081
2953,refersTo,odang_person_2494081
2958,refersTo,odang_person_2494081
3019,refersTo,odang_person_2494081
3144,refersTo,odang_person_2494081
3177,refersTo,odang_person_2494081
3196,refersTo,odang_person_2494081
3333,refersTo,odang_person_2494081
3375,refersTo,odang_person_2494081
3950,refersTo,odang_person_2494081
3956,refersTo,odang_person_2494081
3989,refersTo,odang_person_2494081
3998,refersTo,odang_person_2494081
4221,refersTo,odang_person_2494081
4476,refersTo,odang_person_2494081
4510,refersTo,odang_person_2494081
4738,refersTo,odang_person_2494081
4751,refersTo,odang_person_2494081
4842,refersTo,odang_person_2494081
4892,refersTo,odang_person_2494081
4897,refersTo,odang_person_2494081
756,refersTo,odang_person_2494084
888,refersTo,odang_person_2494084
1020,refersTo,odang_person_2494084
1059,refersTo,odang_person_2494084
1111,refersTo,odang_person_2494084
1179,refersTo,odang_person_2494084
1290,refersTo,odang_person_2494084
1384,refersTo,odang_person_2494084
1389,refersTo,odang_person_2494084
1512,refersTo,odang_person_2494084
1536,refersTo,odang_person_2494084
1609,refersTo,odang_person_2494084
1767,refersTo,odang_person_2494084
1791,refersTo,odang_person_2494084
1867,refersTo,odang_person_2494084
1928,refersTo,odang_person_2494084
1932,refersTo,odang_person_2494084
2159,refersTo,odang_person_2494084
2227,refersTo,odang_person_2494084
2362,refersTo,odang_person_2494084
2409,refersTo,odang_person_2494084
2433,refersTo,odang_person_2494084
2452,refersTo,odang_person_2494084
2571,refersTo,odang_person_2494084
2656,refersTo,odang_person_2494084
2659,refersTo,odang_person_2494084
2885,refersTo,odang_person_2494084
2886,refersTo,odang_person_2494084
2894,refersTo,odang_person_2494084
2920,refersTo,odang_person_2494084
2932,refersTo,odang_person_2494084
2953,refersTo,odang_person_2494084
2958,refersTo,odang_person_2494084
3019,refersTo,odang_person_2494084
3144,refersTo,odang_person_2494084
3177,refersTo,odang_person_2494084
3196,refersTo,odang_person_2494084
3333,refersTo,odang_person_2494084
3375,refersTo,odang_person_2494084
3950,refersTo,odang_person_2494084
3956,refersTo,odang_person_2494084
3989,refersTo,odang_person_2494084
3998,refersTo,odang_person_2494084
4221,refersTo,odang_person_2494084
4476,refersTo,odang_person_2494084
4510,refersTo,odang_person_2494084
4738,refersTo,odang_person_2494084
4751,refersTo,odang_person_2494084
4842,refersTo,odang_person_2494084
4892,refersTo,odang_person_2494084
4897,refersTo,odang_person_2494084
3005,refersTo,odang_person_2494081
3158,refersTo,odang_person_2494081
2826,refersTo,odang_person_2402622
3681,refersTo,odang_person_2402622
1624,refersTo,odang_person_7691304
4738,refersTo,odang_person_1583438
3173,refersTo,odang_person_1208567
507,refersTo,odang_person_31288
2327,refersTo,odang_person_8361798
2327,refersTo,odang_person_3585558
4562,refersTo,odang_person_4788830
1578,refersTo,odang_person_5982258
280,refersTo,odang_person_3688389
3775,refersTo,odang_person_3688389
130,refersTo,odang_person_5984384
522,refersTo,odang_person_5984384
589,refersTo,odang_person_5984384
4574,refersTo,odang_person_5984384
799,refersTo,odang_person_5984384
151,refersTo,odang_person_5984384
451,refersTo,odang_person_8360972
3869,refersTo,odang_person_6076679
897,refersTo,odang_person_8395159
1588,refersTo,odang_person_8395159
