s,o,entity
odang_person_1223623,P102,Q541679
Q645988,label,Jordi Gené
odang_person_3621346,P569,1772
odang_person_3609021,P1412,Q150
odang_person_84797,P166,Q26242431
odang_person_4778513,P27,Q30
Q3773751,label,governatore della Banca d'Italia
odang_person_7718928,P27,Q29999
odang_person_7176041,P166,Q3703470
odang_person_1220831,P21,Q6581097
odang_person_7172123,P569,1963
Q583180,label,Itapitanga
odang_person_4797813,P106,Q937857
Q447770,label,Eracle di Macedonia
Q454576,label,Bridget Dowling
odang_person_7176268,P166,Q14539974
odang_person_2393960,P106,Q1622272
odang_person_4791719,P569,1914
odang_person_9720,P21,Q1052281
odang_person_8361270,P6886,Q150
odang_person_4789080,P937,Q220
odang_person_7164960,P1038,Q22092225
Q432386,label,predicatore
odang_person_3591588,P1412,Q652
odang_person_8468687,P106,Q947873
odang_person_8361107,P166,Q1049896
odang_person_7165093,P39,Q4399975
odang_person_4784705,P106,Q937857
odang_person_4777868,P39,Q189851
odang_person_4785694,P106,Q49757
odang_person_3720074,P106,Q4845479
Q15293852,label,Aurora Ramazzotti
odang_person_7164960,P1038,Q22117389
odang_person_7165093,P27,Q159
Q22117373,label,Josef Veit
odang_person_7489323,P1412,Q1321
Q22084744,label,Gustav Hitler
odang_person_7165093,P166,Q3355529
odang_person_8377433,P102,Q1126102
odang_person_4777951,P25,Q96318245
odang_person_4778076,P103,Q652
Q19831149,label,cospirazionista
odang_person_7184805,P106,Q28389
Q18545066,label,monologhista comico
odang_person_4786074,P569,1984
odang_person_7200101,P26,Q29580180
odang_person_1204427,P19,Q16557
odang_person_4789080,P106,Q2159907
odang_person_4797813,P21,Q6581097
odang_person_5971032,P1038,Q3870666
odang_person_5998484,P166,Q1059569
odang_person_8465633,P27,Q38
odang_person_8384962,P106,Q90879952
odang_person_6295861,P1412,Q150
odang_person_4851979,P106,Q188094
odang_person_2496795,P19,Q46440
odang_person_5305938,P39,Q3721646
Q2305208,label,Russia sovietica
Q204911,label,Partito Operaio Socialdemocratico Russo
odang_person_7176268,P937,Q495
odang_person_4789080,P106,Q36180
odang_person_6074931,P21,Q6581097
odang_person_212287,P25,Q55673347
odang_person_2392380,P20,Q220
odang_person_7165335,P39,Q26911615
odang_person_7268194,P106,Q855091
Q8652,label,Miami
odang_person_4879000,P106,Q2252262
odang_person_3892253,P102,Q47750
Q62291,label,Jamaica Estates
odang_person_1197973,P106,Q55960555
odang_person_5971462,P106,Q5716684
odang_person_8361270,P26,Q15183284
odang_person_1306862,P166,Q2522577
odang_person_74,P22,Q1292062
odang_person_7165053,P27,Q241
Q2119,label,Mannheim
odang_person_4797793,P106,Q82955
odang_person_6002630,P1412,Q652
odang_person_8381872,P166,Q20853482
odang_person_2494081,P27,Q172579
Q640988,label,distintivo d'oro del Partito Nazionalsocialista Tedesco dei Lavoratori
odang_person_5971462,P3373,Q27801043
odang_person_8360972,P19,Q5083
odang_person_7176268,P463,Q1575320
odang_person_7200508,P937,Q220
odang_person_3585192,P106,Q1622272
Q16172479,label,Christian Maldini
odang_person_4777951,P166,Q1800135
odang_person_4783917,P27,Q45
Q2085100,label,ordine della gloria
odang_person_2391787,P27,Q159
odang_person_1197595,P166,Q602866
Q2256,label,Birmingham
odang_person_2391427,P6886,Q188
Q277969,label,Rotello
odang_person_1197595,P27,Q30
odang_person_4785694,P166,Q850170
odang_person_8360948,P106,Q28389
Q3762696,label,Gian Marco Moratti
odang_person_8622386,P106,Q193391
odang_person_2391430,P1066,Q736348
odang_person_2391787,P103,Q7737
odang_person_74,P106,Q49757
odang_person_3872468,P27,Q38
odang_person_8395159,P106,Q1930187
odang_person_7165099,P25,Q223134
odang_person_5982258,P3373,Q3707190
odang_person_8361107,P19,Q25444
odang_person_1223623,P19,Q94979
odang_person_8360890,P551,Q193037
odang_person_3593594,P40,Q2138352
odang_person_1306862,P19,Q2656
odang_person_2392348,P40,Q357762
Q908858,label,Premio Donostia
Q44722148,label,Hall of Fame del calcio italiano - Giocatore italiano
odang_person_3596089,P1412,Q1860
odang_person_4794261,P39,Q2033341
Q311836,label,Independent Spirit Awards
odang_person_4887280,P106,Q33999
odang_person_6079432,P19,Q495
odang_person_7961,P166,Q15631401
Q3751633,label,Franco Travaglio
odang_person_6255016,P1412,Q652
odang_person_4785694,P26,Q3847323
odang_person_8384962,P106,Q24262594
odang_person_3585192,P39,Q255125
odang_person_4794261,P551,Q237
Q568337,label,Badhoevedorp
odang_person_31288,P1412,Q652
odang_person_2391787,P166,Q4237690
odang_person_5151006,P1412,Q652
odang_person_6045482,P40,Q61894
odang_person_8361107,P166,Q166177
odang_person_4785694,P21,Q6581097
odang_person_4777868,P22,Q1048
odang_person_7268194,P463,Q146027
odang_person_7189214,P103,Q652
Q2329411,label,ordine di Zayed
odang_person_7165093,P106,Q392651
odang_person_1306862,P166,Q17409133
Q1236827,label,Ricciotti Garibaldi
odang_person_476,P166,Q617869
Q1650915,label,ricercatore
odang_person_8360948,P106,Q2405480
odang_person_7174394,P166,Q3405199
odang_person_4778076,P106,Q1420621
odang_person_7165053,P106,Q36180
Q235,label,Principato di Monaco
Q38715304,label,Segretario del Consiglio di Sicurezza della Russia
odang_person_2392348,P166,Q209459
Q13653224,label,senatore della Repubblica Italiana
Q105283563,label,Andreina Draghi
Q1731,label,Dresda
odang_person_1516714,P20,Q2628096
Q1384,label,New York
odang_person_2393960,P166,Q1729083
odang_person_1225777,P166,Q10762848
Q46799,label,Campolongo Maggiore
odang_person_1197564,P106,Q10841764
odang_person_107438,P19,Q13135
odang_person_7172123,P166,Q538661
odang_person_77927,P106,Q937857
odang_person_7165814,P19,Q40202
odang_person_3584957,P39,Q19969187
odang_person_3596089,P106,Q33999
odang_person_7178838,P1038,Q6042169
odang_person_1197352,P27,Q70802
odang_person_7188382,P27,Q38
odang_person_3585192,P6886,Q1860
odang_person_7165335,P106,Q1930187
odang_person_3596286,P27,Q38
odang_person_11269,P569,1987
odang_person_1198059,P1412,Q1982248
odang_person_7175928,P569,1969
Q181883,label,Golden Globe per il miglior attore in un film commedia o musicale
odang_person_6067666,P106,Q82955
odang_person_186,P26,Q465845
Q110220776,label,Andi Rock
odang_person_2409910,P27,Q38
odang_person_1198059,P119,Q1177750
odang_person_186,P26,Q144394
odang_person_3795028,P6886,Q652
Q1321,label,spagnolo
odang_person_7186696,P106,Q937857
odang_person_4777951,P103,Q1860
Q130650,label,Filippo II di Macedonia
odang_person_1206227,P6886,Q1860
Q869896,label,Croix de guerre
odang_person_2494081,P27,Q38
odang_person_7165053,P26,Q2336896
odang_person_436,P103,Q652
odang_person_5305938,P106,Q3400985
Q25444,label,Funchal
odang_person_4794261,P39,Q2282132
odang_person_6669,P119,Q1358639
odang_person_8368332,P551,Q717
Q12039,label,El Masnou
odang_person_1287891,P1412,Q150
odang_person_5970915,P166,Q17144
odang_person_7184805,P27,Q172579
odang_person_1199479,P19,Q40269
odang_person_7223,P172,Q49085
odang_person_2391784,P1038,Q13628723
odang_person_102185,P21,Q6581097
odang_person_624628,P569,2000
odang_person_77927,P21,Q6581097
Q1820710,label,ordine del Pakistan
odang_person_8379677,P19,Q18424
odang_person_7165093,P108,Q1993715
odang_person_3585484,P102,Q67785862
odang_person_8384962,P20,Q510041
odang_person_4851979,P27,Q38
odang_person_1222704,P19,Q3572
odang_person_435,P569,1945
Q58104048,label,Gneo Asinio
odang_person_6079432,P106,Q1930187
Q212329,label,Academy of Motion Picture Arts and Sciences
Q3849962,label,Marta Tana
Q56166655,label,Matilde dos Santos da Viveiros
odang_person_5305938,P166,Q209896
odang_person_5987635,P106,Q937857
Q15279719,label,Collare d'Oro dell'Ordine Olimpico
odang_person_2391823,P166,Q944480
odang_person_7176268,P166,Q40743212
odang_person_4778513,P3373,Q925586
odang_person_2392113,P166,Q103916
odang_person_7186696,P106,Q628099
odang_person_2392348,P166,Q269454
Q5968,label,Cuneo
odang_person_5970915,P166,Q1738793
Q639669,label,musicista
odang_person_1197987,P166,Q5593863
odang_person_1223623,P937,Q220
odang_person_3952873,P19,Q142
Q52233,label,Fivizzano
Q840286,label,Prix d'interprétation féminine
odang_person_4784968,P569,1922
odang_person_3584725,P106,Q6625963
Q3022385,label,Rothschild & Cie Banque
odang_person_8361270,P802,Q1348126
odang_person_2398759,P21,Q6581097
Q371402,label,Partito Comunista Cubano
odang_person_7165335,P166,Q5361043
Q29552,label,Partito Democratico
odang_person_4795319,P27,Q38
odang_person_4778437,P463,Q16955
Q3758489,label,Gary Garland
Q528626,label,West Reading
odang_person_7165335,P39,Q26877864
odang_person_5978177,P166,Q922396
odang_person_5978672,P106,Q82955
odang_person_1199479,P27,Q155
odang_person_186,P551,Q5806
odang_person_7164960,P106,Q1028181
Q3638154,label,Medaglia ai benemeriti della cultura e dell'arte
Q3731533,label,Eric Trump
Q16268759,label,Elisabetta Sgarbi
Q63173086,label,gesuita
Q39501,label,Bodio Lomnago
odang_person_2391823,P1412,Q652
odang_person_8377433,P102,Q662849
odang_person_2393960,P119,Q1981721
Q95724881,label,Griffin Musk
odang_person_4786074,P1412,Q9063
odang_person_4778076,P166,Q20859490
odang_person_8369641,P106,Q578109
odang_person_5982572,P106,Q10800557
odang_person_4777951,P40,Q97588420
odang_person_2392380,P1412,Q652
odang_person_6075963,P569,1968
odang_person_3584939,P21,Q6581097
odang_person_7189214,P19,Q40195
odang_person_7178838,P27,Q38
odang_person_3609021,P937,Q220
Q12201445,label,Cavaliere Commendatore dell'Ordine dell'Impero britannico
odang_person_2497787,P106,Q16919156
odang_person_4789080,P106,Q4964182
odang_person_4840528,P26,Q2007542
odang_person_4851979,P937,Q239
Q22084776,label,Edmund Hitler
odang_person_1197564,P106,Q10842936
odang_person_1198301,P39,Q55045585
odang_person_7691304,P39,Q55075086
odang_person_3618631,P106,Q177220
odang_person_5978177,P106,Q2405480
odang_person_6075963,P27,Q38
odang_person_3596286,P3373,Q126503
odang_person_8360954,P21,Q6581072
odang_person_2492652,P569,1964
Q6286693,label,Joseph Ruggles Wilson
odang_person_7165335,P463,Q1330482
Q144662,label,procuratore sportivo
Q193391,label,diplomatico
odang_person_2391784,P106,Q22662561
odang_person_7165335,P166,Q2454427
odang_person_4797704,P19,Q8678
odang_person_6076679,P103,Q652
odang_person_5970875,P22,Q204473
odang_person_2391784,P166,Q5520192
odang_person_7270826,P27,Q38
odang_person_8372668,P108,Q21708200
odang_person_2318873,P1412,Q652
Q28004247,label,Centristi per l'Europa
odang_person_2409385,P166,Q14539720
odang_person_436,P108,Q19616
odang_person_5970875,P463,Q191583
odang_person_2409385,P26,Q3605658
Q2641,label,SSC Napoli
Q796562,label,"commissario europeo per la fiscalità e l'unione doganale, gli audit e la lotta antifrode"
odang_person_4788830,P19,Q60
Q274327,label,Saint-Maurice
odang_person_6067666,P937,Q5370780
odang_person_7200508,P39,Q796897
odang_person_5978599,P106,Q2059704
odang_person_7174394,P166,Q1244633
odang_person_7178838,P166,Q52223317
odang_person_4794799,P27,Q38
Q309989,label,Tyrone Power
odang_person_6669,P19,Q5092
odang_person_7213015,P102,Q1259087
odang_person_2391784,P1038,Q23600580
odang_person_1208972,P19,Q34804
odang_person_2391427,P1412,Q1860
odang_person_1197352,P1412,Q150
odang_person_3693486,P27,Q15180
Q965355,label,Japan Gold Disc Award
odang_person_7176041,P569,1926
odang_person_5986396,P551,Q220
odang_person_8372668,P39,Q140686
Q2462658,label,dirigente d'azienda
odang_person_7165179,P569,1987
odang_person_3584623,P551,Q3130
odang_person_5970875,P1038,Q242147
Q23058914,label,Muhammed Çalhanoğlu
odang_person_8370013,P1412,Q652
odang_person_391,P106,Q28389
odang_person_8368332,P166,Q3110027
Q26234,label,Esbjerg
odang_person_1197973,P106,Q36834
odang_person_7196276,P21,Q6581097
odang_person_94527,P22,Q2199529
Q631205,label,Partito dei Lavoratori Tedeschi
odang_person_84797,P106,Q82955
Q5083,label,Seattle
Q911797,label,Golden Globe per il miglior attore non protagonista in una serie
odang_person_8361107,P1038,Q56166678
odang_person_4778437,P106,Q484876
Q3830024,label,Leila Durante
odang_person_4800928,P1412,Q1321
Q7913,label,romeno
Q140686,label,presidente del consiglio di amministrazione
odang_person_3688389,P106,Q55960555
odang_person_6255016,P106,Q937857
odang_person_1197595,P166,Q1082986
odang_person_2409385,P108,Q740308
odang_person_1197987,P1038,Q18238620
odang_person_8370013,P106,Q177220
odang_person_7540525,P27,Q159
Q116,label,monarca
odang_person_5970915,P6886,Q1860
odang_person_8361107,P551,Q597
odang_person_5970915,P21,Q6581097
odang_person_435,P106,Q177220
odang_person_1197595,P3373,Q11854686
Q47034,label,Espoo
odang_person_5970875,P19,Q201970
odang_person_4778575,P106,Q937857
odang_person_5978672,P25,Q2337379
odang_person_2497150,P19,Q84
odang_person_2391787,P166,Q4375940
odang_person_2392380,P106,Q33999
Q239411,label,Ivanka Trump
Q502250,label,Staunton
odang_person_8441469,P569,1945
Q28602,label,aramaico
Q691152,label,Royal Geographical Society
odang_person_3618631,P106,Q33999
odang_person_1198059,P40,Q205372
odang_person_3593594,P40,Q108048689
odang_person_8361328,P166,Q1377777
odang_person_212287,P106,Q3501317
odang_person_3602183,P3373,Q55927422
odang_person_1197987,P166,Q1459443
odang_person_1304606,P39,Q18558478
odang_person_2391430,P21,Q6581097
Q16559,label,Austin
odang_person_391,P27,Q145
odang_person_4778437,P3373,Q22276668
Q29580180,label,Fabrizia Ieluzzi
Q235168,label,Giovanna di Savoia
Q41583,label,allenatore
odang_person_7200508,P1038,Q4013441
odang_person_3585442,P106,Q33999
odang_person_476,P166,Q1441929
odang_person_3944977,P21,Q6581097
odang_person_4840528,P106,Q2478141
odang_person_7200101,P937,Q220
odang_person_7371,P106,Q33999
Q1320315,label,Screen Actors Guild Award per la migliore attrice non protagonista cinematografica
odang_person_8368332,P25,Q96811733
Q400266,label,Ahinoam
odang_person_4778575,P21,Q6581097
odang_person_8360972,P166,Q86503339
odang_person_8361328,P166,Q1526935
odang_person_8361270,P106,Q16145150
odang_person_7178838,P106,Q753110
odang_person_8360972,P1412,Q1860
odang_person_2492652,P39,Q18558478
odang_person_2411812,P27,Q38
odang_person_8640097,P166,Q14539720
Q242295,label,Euridice I
odang_person_2391787,P166,Q18080427
Q770033,label,Hamza ibn Abd al-Muttalib
odang_person_7268194,P27,Q145
Q52454,label,International Tennis Hall of Fame
odang_person_2391784,P106,Q131524
odang_person_7176871,P106,Q937857
odang_person_1306862,P166,Q42313160
odang_person_5970875,P166,Q96382318
odang_person_4785694,P19,Q2704
Q768476,label,David di Donatello per il miglior film
odang_person_7176268,P166,Q67781888
Q15296811,label,disegnatore
Q242513,label,Ciampino
odang_person_8373851,P937,Q220
Q640292,label,Vittorio Mussolini
Q54495162,label,Biden
odang_person_1197987,P106,Q3282637
odang_person_1197987,P166,Q915665
odang_person_1197987,P106,Q2490358
odang_person_7164960,P1038,Q22116733
odang_person_6838,P106,Q1979607
Q877558,label,committente
odang_person_5970915,P166,Q654620
odang_person_7165093,P106,Q82955
odang_person_3657116,P39,Q99022704
odang_person_7164960,P166,Q120758
Q22302383,label,Maxima Zuckerberg
odang_person_5971462,P106,Q17125263
odang_person_3591332,P3373,Q3074150
Q52999,label,Newmarket
odang_person_3634633,P106,Q937857
odang_person_7184805,P119,Q27426
odang_person_8361270,P27,Q154849
odang_person_2391784,P106,Q3282637
odang_person_435,P19,Q3763939
Q1427066,label,Associazione Nazionalista Italiana
odang_person_1208567,P106,Q2259451
odang_person_5978599,P106,Q2526255
odang_person_1197595,P166,Q897190
Q5041043,label,Carla Collins
odang_person_5987635,P21,Q6581097
odang_person_3595505,P106,Q4610556
odang_person_7165093,P106,Q465501
odang_person_3584618,P802,Q43675
odang_person_2398066,P19,Q40844
odang_person_8360972,P106,Q33999
Q1377777,label,European Film Awards per la miglior sceneggiatura
odang_person_6079751,P21,Q6581097
odang_person_8368332,P19,Q1378026
odang_person_8377433,P102,Q47720
odang_person_7165093,P551,Q1731
odang_person_1197352,P1412,Q188
odang_person_8375041,P19,Q30027974
Q380479,label,Abd al-Muttalib ibn Hashim
odang_person_8360890,P19,Q114
Q205372,label,Assalonne
Q465845,label,Rayhana bint Zayd
odang_person_6838,P103,Q1860
odang_person_7181461,P108,Q39087036
odang_person_8395045,P1038,Q41476289
odang_person_31288,P106,Q211346
odang_person_1548164,P1412,Q652
odang_person_5971756,P26,Q27966060
odang_person_8361077,P551,Q1835699
odang_person_1198059,P26,Q272277
odang_person_5978708,P569,1987
Q16559055,label,Giampaolo Letta
odang_person_2402975,P106,Q28389
Q5365910,label,Ellis Island Medal of Honor
odang_person_7196276,P1412,Q652
Q10842936,label,pilota di rally
odang_person_3944977,P3373,Q4018254
odang_person_4797704,P21,Q6581097
odang_person_4789166,P106,Q2159907
odang_person_5998484,P1038,Q296796
odang_person_2392348,P166,Q2338071
odang_person_1298511,P1412,Q652
odang_person_8361270,P27,Q142
odang_person_2391427,P3373,Q333241
odang_person_5978725,P106,Q183945
odang_person_4810108,P1412,Q1321
odang_person_4794261,P166,Q630018
odang_person_1197595,P19,Q846178
Q190353,label,Sovrano Militare Ordine Ospedaliero di San Giovanni di Gerusalemme di Rodi e di Malta
odang_person_3585192,P39,Q1467287
odang_person_5981016,P106,Q855091
odang_person_8368332,P569,1958
Q34408,label,Abd Allah ibn Abd al-Muttalib
odang_person_1204910,P27,Q29
Q62766,label,Jay-Z
odang_person_1304606,P103,Q652
odang_person_4785694,P106,Q28389
odang_person_7181461,P106,Q2526255
odang_person_1197973,P21,Q6581072
Q3626527,label,Santiago De Martino
odang_person_3609021,P39,Q796897
odang_person_4030217,P106,Q937857
odang_person_5982258,P53,Q594373
odang_person_7104620,P21,Q6581097
odang_person_323,P569,12
odang_person_1198093,P166,Q1847685
odang_person_5167488,P106,Q2643890
odang_person_8360954,P27,Q30
Q306626,label,tedesco austriaco
odang_person_6669,P6886,Q1860
odang_person_7165335,P166,Q93713
Q18437198,label,giocatore di bridge
odang_person_3585484,P102,Q1259087
Q485724,label,Corleone
odang_person_5970915,P103,Q1860
odang_person_7200101,P39,Q13653224
odang_person_2391430,P1412,Q652
odang_person_8384962,P106,Q25393460
odang_person_4786679,P1412,Q652
odang_person_8360972,P40,Q23011256
odang_person_4778076,P40,Q468797
odang_person_476,P166,Q19858140
odang_person_2494084,P106,Q488205
odang_person_8360972,P166,Q932650
odang_person_7165335,P166,Q976544
odang_person_8395045,P106,Q10800557
Q82646,label,Certaldo
odang_person_7213015,P26,Q3937247
odang_person_5978599,P106,Q3455803
odang_person_5971462,P106,Q2405480
odang_person_4783917,P19,Q188050
odang_person_2392348,P26,Q75579562
odang_person_3909771,P25,Q3194109
Q15291055,label,Carla Dall'Oglio
odang_person_4794261,P1412,Q397
odang_person_5979803,P21,Q6581072
odang_person_186,P40,Q2401633
odang_person_5971462,P1412,Q44676
odang_person_102185,P19,Q1308
odang_person_2391427,P3373,Q4475081
Q1857021,label,ordine del Quetzal
odang_person_7164960,P106,Q15958642
odang_person_5971462,P166,Q194540
odang_person_1197564,P26,Q16988036
Q102314683,label,The Best FIFA Football Awards 2020
odang_person_4122140,P21,Q6581072
Q272277,label,Betsabea
odang_person_5973522,P166,Q56085709
odang_person_8622386,P569,1973
odang_person_7736,P1412,Q1321
odang_person_3909771,P19,Q979425
odang_person_7165053,P551,Q774
odang_person_4777868,P20,Q72288
odang_person_4794799,P106,Q774306
odang_person_6067666,P1412,Q1860
Q1349880,label,taumaturgo
odang_person_7176041,P551,Q172579
Q15181960,label,tomba di Luigi Cherubini
Q1459443,label,Grammy Award alla miglior canzone R&B
odang_person_4783917,P27,Q155
odang_person_7183519,P20,Q49256
Q174076,label,DHL Fastest Lap Award
odang_person_5109197,P1412,Q652
odang_person_8369641,P1412,Q1860
odang_person_1197987,P22,Q3043962
odang_person_2393960,P106,Q211346
odang_person_5978708,P1412,Q1321
odang_person_8360972,P166,Q6565314
Q1238570,label,politologo
odang_person_84797,P166,Q22058252
odang_person_2391784,P40,Q23000814
Q96172702,label,Ministro generale dell'Ordine francescano
odang_person_107438,P108,Q204344
odang_person_2392348,P119,Q1624932
odang_person_8372668,P40,Q95724881
odang_person_8360948,P26,Q105215736
Q976544,label,ordine dell'Elefante
odang_person_4778076,P27,Q38
odang_person_1223623,P551,Q1891
Q234144,label,Rita Wilson
odang_person_4778513,P106,Q2526255
odang_person_8372525,P106,Q10800557
Q65,label,Los Angeles
odang_person_8684517,P21,Q6581097
Q4773904,label,antropologo
odang_person_5970875,P40,Q76611716
odang_person_3618631,P19,Q39550
odang_person_6255016,P21,Q6581097
odang_person_4785694,P166,Q869896
Q937857,label,calciatore
odang_person_2398759,P569,1942
odang_person_31288,P21,Q6581097
Q514976,label,ordine della Stella dell'amicizia tra i Popoli
odang_person_4851979,P166,Q1110423
odang_person_8384962,P569,1182
odang_person_7164960,P937,Q41329
Q4109060,label,Comandante supremo delle Forze Armate della Federazione Russa
odang_person_7176268,P39,Q605440
odang_person_3585484,P6886,Q652
odang_person_7474417,P27,Q38
Q1547160,label,Vittoriale degli italiani
odang_person_462941,P27,Q38
odang_person_2398661,P27,Q38
odang_person_7165335,P106,Q82955
odang_person_3593029,P19,Q12039
Q6625963,label,romanziere
Q158852,label,direttore d'orchestra
odang_person_3694681,P27,Q30
odang_person_4778076,P108,Q1543
odang_person_8447548,P102,Q815348
Q96034777,label,attivista per la lotta all'AIDS
odang_person_476,P27,Q30
odang_person_1198059,P26,Q5638717
Q14539729,label,Commendatore OMRI
Q241143,label,Giulia minore
odang_person_104912,P1412,Q652
odang_person_3720074,P19,Q995488
odang_person_5978672,P39,Q842606
Q189419,label,Zemun
odang_person_6045482,P21,Q6581097
odang_person_5978599,P40,Q3177046
Q222,label,Albania
odang_person_8369550,P106,Q28389
odang_person_1197352,P106,Q36180
odang_person_7165093,P166,Q919396
odang_person_8370013,P569,1951
Q884,label,Corea del Sud
odang_person_1220831,P27,Q38
odang_person_3693486,P108,Q4444575
Q215536,label,commerciante
Q846178,label,McComb
Q355242,label,showman
odang_person_6669,P106,Q183945
odang_person_7200043,P106,Q245068
Q2059704,label,regista televisivo
odang_person_40,P166,Q10855271
odang_person_4879085,P27,Q38
Q10833314,label,tennista
Q86768,label,Bel Air
odang_person_2494494,P106,Q1930187
odang_person_8368332,P551,Q35
odang_person_6074931,P569,1995
odang_person_7165093,P102,Q79854
Q3607082,label,Rami Räikkönen
odang_person_7514110,P106,Q36834
odang_person_4778076,P106,Q131524
Q39,label,Svizzera
odang_person_7273880,P19,Q495
odang_person_3585486,P166,Q913910
odang_person_7223,P108,Q1047293
odang_person_4797813,P27,Q38
odang_person_2391427,P106,Q40348
odang_person_3609021,P19,Q13375
Q20744433,label,Alleanza Liberalpopolare-Autonomie
odang_person_7189214,P27,Q38
odang_person_1197394,P569,1994
odang_person_2402975,P39,Q18558478
odang_person_7165053,P106,Q3242115
odang_person_7164960,P937,Q157153
Q463303,label,American Academy of Arts and Sciences
odang_person_1583438,P21,Q6581097
odang_person_4777951,P166,Q22303943
odang_person_1306862,P106,Q16533
odang_person_186,P1038,Q297913
Q233282,label,Ljudmila Putina
odang_person_8361270,P166,Q10855212
odang_person_7196276,P106,Q937857
odang_person_3584618,P106,Q432386
odang_person_4789247,P569,1993
odang_person_7164960,P166,Q154554
odang_person_3584725,P3373,Q326243
odang_person_1198059,P106,Q116
odang_person_1208972,P166,Q31838295
odang_person_8395159,P21,Q6581097
Q11496048,label,fotografo di guerra
odang_person_7165335,P166,Q84020
odang_person_6838,P106,Q5137571
Q3360875,label,Palazzo Grazioli
odang_person_8377433,P569,1977
odang_person_1197973,P27,Q30
odang_person_1306862,P551,Q223079
Q41304,label,Repubblica di Weimar
odang_person_5981016,P166,Q1542148
Q995265,label,Bryn Mawr College
odang_person_5978672,P27,Q1747689
odang_person_2391784,P1038,Q96475328
odang_person_8684517,P1412,Q652
odang_person_2391787,P102,Q79854
Q423600,label,Abd Allah ibn 'Abbas
odang_person_7165093,P39,Q4127082
odang_person_1220496,P1412,Q652
odang_person_5982572,P27,Q30
odang_person_4791719,P106,Q3282637
odang_person_3584618,P103,Q948909
odang_person_3618631,P21,Q6581097
Q12892,label,Anversa
odang_person_2391427,P102,Q1774814
Q42884,label,tedeschi
odang_person_5979803,P166,Q112243
odang_person_7196276,P106,Q628099
odang_person_1197987,P166,Q821479
Q212948,label,partigiano
Q242293,label,Tessalonica di Macedonia
odang_person_3971509,P19,Q17
Q22121817,label,Johann Schicklgruber
odang_person_207,P21,Q6581097
odang_person_74,P20,Q49164
Q27795992,label,ministro della salute della Repubblica Italiana
odang_person_7164960,P2632,Q677676
odang_person_3602183,P21,Q6581072
odang_person_6669,P26,Q432732
odang_person_1223623,P102,Q378885
odang_person_7165335,P39,Q1201444
odang_person_4778513,P569,1969
Q911554,label,magnate
odang_person_8361107,P166,Q616031
odang_person_8369641,P166,Q1789102
odang_person_1302001,P21,Q6581097
Q1014409,label,Juan Bautista Alberdi
Q815807,label,Gassin
odang_person_3584957,P1412,Q652
odang_person_1306862,P166,Q14539974
odang_person_8370013,P22,Q309989
odang_person_1306862,P937,Q220
odang_person_8622386,P1412,Q652
odang_person_3944977,P106,Q937857
odang_person_4800928,P21,Q6581097
odang_person_2391787,P166,Q4335968
Q1139901,label,James Carpinello
Q1741,label,Vienna
Q83958,label,Regno di Macedonia
odang_person_8360890,P19,Q6366688
odang_person_8370822,P27,Q38
odang_person_1197564,P166,Q174076
odang_person_3593594,P40,Q1236482
Q3350466,label,Olga Varen
odang_person_2391784,P40,Q12071552
odang_person_323,P1412,Q9129
odang_person_8375004,P569,1901
odang_person_4786679,P166,Q406039
odang_person_8377433,P1412,Q652
odang_person_7165093,P166,Q4335871
odang_person_7268194,P106,Q488205
odang_person_7164960,P1038,Q22087732
odang_person_4791719,P40,Q966270
odang_person_8465633,P102,Q47817
odang_person_8360890,P551,Q65
odang_person_5978725,P27,Q30
odang_person_7164960,P166,Q667167
Q25927210,label,sindaco di Firenze
odang_person_5970915,P106,Q2405480
odang_person_1198301,P166,Q55139818
Q1855063,label,MTV Australia Awards
odang_person_1198093,P569,1948
odang_person_8360890,P166,Q35637
odang_person_7178838,P1038,Q5639379
Q15982167,label,Malik Abongo Obama
odang_person_2391823,P166,Q179808
odang_person_3596948,P27,Q29999
odang_person_5970915,P166,Q181883
Q512,label,Vladimir Semënovič Vysockij
odang_person_8360972,P39,Q484876
odang_person_4789080,P106,Q18930007
odang_person_7691304,P39,Q55053641
odang_person_1197987,P166,Q387343
odang_person_186,P172,Q35323
odang_person_7176268,P108,Q7164
odang_person_5970875,P463,Q2239191
odang_person_2391784,P106,Q43845
odang_person_8360972,P106,Q557880
Q214917,label,drammaturgo
odang_person_375262,P1412,Q652
odang_person_7184805,P106,Q36180
odang_person_3585486,P39,Q27169
odang_person_3584618,P1412,Q1982248
Q13628723,label,Jared Kushner
odang_person_84797,P108,Q3022385
Q745388,label,Luis Miguel Dominguín
odang_person_3592187,P1412,Q652
odang_person_2391427,P937,Q656
odang_person_4778076,P166,Q22303943
odang_person_8375041,P1412,Q150
odang_person_7165335,P6886,Q150
odang_person_1208567,P106,Q482980
odang_person_3584725,P103,Q1860
odang_person_375262,P106,Q177220
odang_person_435,P21,Q6581097
odang_person_3587036,P1412,Q1321
odang_person_7164960,P166,Q58457381
Q209459,label,Leone d'oro
odang_person_3688389,P106,Q822146
odang_person_4777951,P1412,Q1860
odang_person_2405325,P569,1958
odang_person_1306862,P39,Q34153264
Q15982858,label,speaker motivazionale
odang_person_2391823,P569,1953
odang_person_20293,P611,Q36380
odang_person_1198059,P39,Q42857
odang_person_6002630,P19,Q628
Q6584933,label,Henrietta Darwin
Q10855271,label,Cavaliere della Legion d'Onore
